nID;nID_Subject;nID_SubjectContactType;sValue
1056;551;1;wasilutszn@zp.ukrtel.net
1057;552;0;
1058;552;1;upszn39@ukr.net
1059;553;0;
1060;553;1;uszn3237@ukr.net
1061;554;0;
1062;554;1;vatsoczck@ukr.net
1063;555;0;
1064;555;1;upszn7709@ukr.net
1065;556;0;
1066;556;1;vin_2109@mail.ru
1067;557;0;
1068;557;1;vuszn@ukr.net
1069;558;0;
1070;558;1;voluszn@ukrpost.ua
1071;559;0;
1072;559;1;gupszn@vn.ua
1073;560;0;
1074;560;1;upsznvinrda@ukr.net
1075;561;0;
1076;561;1;gupszn@vmr.gov.ua
1077;562;0;
1078;562;1;upr_trudavolchansk@ukrpost.net
1079;563;0;
1080;563;1;utszn_vozng@ukr.net
1081;564;0;
1082;564;1;utszn_voznr@ukr.net
1083;565;0;
1084;565;1;utszn1438@ukr.net
1085;566;0;
1086;566;1;upsznvol@gmail.com, upsznvol@vv.lt.ukrtel.net
1087;567;0;
1088;567;1;soczah@vvadm.gov.ua
1089;568;0;
1090;568;1;volupszn@ukr.net
1091;569;0;
1092;569;1;utszn-ugledar@ukr.net
1093;570;0;
1094;570;1;upszn@rambler.ru
1095;571;0;
1096;571;1;inbox2@gayvoron.kr-admin.gov.ua
1097;572;0;
1098;572;1;diskaveri7777@gmail.com
1099;573;0;
1100;573;1;galuchuszn@i.ua
1101;574;0;
1102;574;1;genutszn@ukr.net
1103;575;0;
1104;575;1;upszn7715@ukr.net
1105;576;0;
1106;576;1;upszn@ukr.net
1107;577;0;
1108;577;1;info04@dszn.sm.gov.ua
1109;578;0;
1110;578;1;info25@dszn.sm.gov.ua
1111;579;0;
1112;579;1;vpo13@ukrpost.ua
1113;580;0;
1114;580;1;soczahust_gopri@ukr.net
1115;581;0;
1116;581;1;7106@ukr.net
1117;582;0;
1118;582;1;gorsobes@ukr.net
1119;583;0;
1120;583;1;uprgor@ukrpost.ua
1121;584;0;
1122;584;1;upszn-gorodok@ukr.net
1123;585;0;
1124;585;1;satszah@gr.lt.ukrtel.net , gorohiv-satszah@ukr.net, 0756uszn@ukr.net
1125;586;0;
1126;586;1;upszngrebn@ukr.net
1127;587;0;
1128;587;1;gulupszn@gp.zp.ua
1129;588;0;
1130;588;1;der_uszn@ukr.net
1131;589;0;
1132;589;1;uszn_dergachi@ukr.net
1133;590;0;
1134;590;1;uszn1421@gmail.com
1135;591;0;
1136;591;1;dimitrov.utszn@yandex.ua
1137;592;0;
1138;592;1;main.r1449@gmail.com
1139;593;0;
1140;593;1;utszn1422@gmail.com, 1422utszn@ukr.net
1141;594;0;
1142;594;1;sobez_dolyna@meta.ua
1143;595;0;
1144;595;1;inbox2@dl.kr-admin.gov.ua
1145;596;0;
1146;596;1;soczachyst@mail.ru
1147;597;0;
1148;597;1;future251065@rambler.ru
1149;598;0;
1150;598;1;du@drutel.dc.ukrtel.net
1151;599;0;
1152;599;1;sobez_rda@ukr.net
1153;600;0;
1154;600;1;sobez_dubno@ukr.net
1155;601;0;
1156;601;1;upszndubr@ukr.net, uszndubr@gmail.com
1157;602;0;
1158;602;1;mail:dunupszn@ukrpost.ua
1159;603;0;
1160;603;1;utszn@zp.ukrtel.net
1161;604;0;
1162;604;1;upszn_7108@ukr.net
1163;605;0;
1164;605;1;upszn1314@ukr.net
1165;606;0;
1166;606;1;zt_ypszn@i.ua
1167;607;0;
1168;607;1;boguniya1826@ukr.net
1169;608;0;
1170;608;1;1827upsznkorztsub@ukr.net
1171;609;0;
1172;609;1;dpszn-zt@ukr.net
1173;610;0;
1174;610;1;0514gmerinka.rupszn@ukr.net
1175;611;0;
1176;611;1;mupszn.zhmer@ukr.net
1177;612;0;
1178;612;1;zhovkva_upszn@ukr.net
1179;613;0;
1180;613;1;zalishchyky@sobes-ter.gov.ua
1181;614;0;
1182;614;1;subsidii1@gmail.com
1183;615;0;
1184;615;1;govtuszn@ukrpost.ua
1185;616;0;
1186;616;1;upsznzra@zp.ukrtel.net
1187;617;0;
1188;617;1;kom_ozs@zp.ukr.net
1189;618;0;
1190;618;1;zp_len@mail.ru
1191;619;0;
1192;619;1;upszn_ordjo@ukr.net
1193;620;0;
1194;620;1;upszn_xor@ukr.net
1195;621;0;
1196;621;1;ksn2000@ukr.net
1197;622;0;
1198;622;1;zapuszn_inv@ukrpost.net
1199;623;0;
1200;623;1;upszn7707@ukr.net
1201;624;0;
1202;624;1;zbarazh@sobes-ter.gov.ua
1203;625;0;
1204;625;1;zboriv@sobes-ter.gov.ua
1205;626;0;
1206;626;1;upszn7109@ukr.net
1207;627;0;
1208;627;1;zdol_pratca@.net
1209;628;0;
1210;628;1;upszn10@ukr.net
1211;629;0;
1212;629;1;upsznzmkh@ukr.net
1213;630;0;
1214;630;1;inbox2@zn.kr-admin.gov.ua
1215;631;0;
1216;631;1;usznzmv@zn-rada.gov.ua
1217;632;0;
1218;632;1;zol_prac@ukrpost.ua
1219;633;0;
1220;633;1;rupszn@zolo.ck.ua, rupsznzolo@ukr.net
1221;634;0;
1222;634;1;zolochiv.upszn@gmail.com
1223;635;0;
1224;635;1;department_soc@ukr.net
1225;636;0;
1226;636;1;mizmail_soc@gupsp.odessa.gov.ua
1227;637;0;
1228;637;1;izmail_soc@gupsp.odessa.gov.ua
1229;638;0;
1230;638;1;irdauszn@ukr.net
1231;639;0;
1232;639;1;iutszn@kharkov.ukrtel.net
1233;640;0;
1234;640;1;iz_upszn@ukr.net
1235;641;0;
1236;641;1;0519upszn@ukr.net
1237;642;0;
1238;642;1;Millichivsk_soc@gupsp.odessa.gov.ua
1239;643;0;
1240;643;1;irpin-mupszn@ukr.net
1241;644;0;
1242;644;1;uszn_ir@ukr.net
1243;645;0;
1244;645;1;ichn_vasv@ukr.net
1245;646;0;
1246;646;1;kagarlykupszn@ukr.net
1247;647;0;
1248;647;1;kalinsoc@ukr.net
1249;648;0;
1250;648;1;soc_kalush@ukr.net
1251;649;0;
1252;649;1;upszn6808@ukr.net
1253;650;0;
1254;650;1;soczahist@kam-pod.gov.ua
1255;651;0;
1256;651;1;kam2003@ukr.net
1257;652;0;
1258;652;1;kambuz_upszn@mail.ru, kambuz.upszn@gmail.com
1259;653;0;
1260;653;1;uszn0754@ukr.net
1261;654;0;
1262;654;1;kanivsoc.dop@gmail.com
1263;655;0;
1264;655;1;rupszn_kaniv@ukr.net
1265;656;0;
1266;656;1;1611karlszn@ukr.net
1267;657;0;
1268;657;1;kruszn_kah@ukr.net
1269;658;0;
1270;658;1;mupszn@kah.hs.ukrtel.net
1271;659;0;
1272;659;1;k-svupszn@ukr.net
1273;660;0;
1274;660;1;ORGVIDDIL_GY@ukr. net, 7322@ukr.net.
1275;661;0;
1276;661;1;upszn_gol@ukr.net
1277;662;0;
1278;662;1;upszn@drda.gov.ua
1279;663;0;
1280;663;1;viddil_pilg_Desnyank@i.ua
1281;664;0;
1282;664;1;ruszn04@ukr.net
1283;665;0;
1284;665;1;ruszn05@i.ua
1285;666;0;
1286;666;1;ruszn06@ukr.net
1287;667;0;
1288;667;1;office@Ruszn07.kiev.ua
1289;668;0;
1290;668;1;ruszn08@ukr.net
1291;669;0;
1292;669;1;ruszn09@ukr.net
1293;670;0;
1294;670;1;subsidii_ruszn10@ukr.net
1295;671;0;
1296;671;1;uszn752@gmail.com
1297;672;0;
1298;672;1;kiliya_soc@gupsp.odessa.gov.ua
1299;673;0;
1300;673;1;dopomoga_kir@ukr.net
1301;674;0;
1302;674;1;inbox2@kirrda.kr-admin.gov.ua
1303;675;0;
1304;675;1;kirovsk-upszn@ukrpost.ua
1305;676;0;
1306;676;1;upszn.len@gmail.com
1307;677;0;
1308;677;1;upszn7713@ukr.net
1309;678;0;
1310;678;1;soczah@ukrpost.ua
1311;679;0;
1312;679;1;kovelinfo@gmail.com
1313;680;0;
1314;680;1;upsznrda@kv.lt.ukrtel
1315;681;0;
1316;681;1;Кodima_soc@gupsp.odessa.gov.ua
1317;682;0;
1318;682;1;0501uszn@ukr.net
1319;683;0;
1320;683;1;socinform@ukrpost.ua
1321;684;0;
1322;684;1;sobez_koll@ukr.net
1323;685;0;
1324;685;1;kmsobez@ukr.net
1325;686;0;
1326;686;1;upszn33@meta.ua
1327;687;0;
1328;687;1;info05@dszn.sm.gov.ua
1329;688;0;
1330;688;1;info19@dszn.sm.gov.ua
1331;689;0;
1332;689;1;gor_sobez@ukr.net
1333;690;0;
1334;690;1;upszn_korec@ukr.net
1335;691;0;
1336;691;1;marus@kor.zt.ukrtel.net
1337;692;0;
1338;692;1;kor_upszn-1825@ukr.net
1339;693;0;
1340;693;1;upszn_korsun@ck.ukrtel.net
1341;694;0;
1342;694;1;dopomoga@cg.ukrtel.net
1343;695;0;
1344;695;1;kosivsoc@ukrpost.ua
1345;696;0;
1346;696;1;sobez_5609@ukr.net
1347;697;0;
1348;697;1;konst_rutszn_40@ukrpost.ua, KonstRUTSZN@yandex.ua
1349;698;0;
1350;698;1;utszn@kost.dn.ukrtelekom.ua, utszn-konst@mail.ru
1351;699;0;
1352;699;1;mkotovsk_soc@gupsp.odessa.gov.ua
1353;700;0;
1354;700;1;kotovsk_soc@gupsp.odessa.gov.ua
1355;701;0;
1356;701;1;departamet01@gmail.com
1357;702;0;
1358;702;1;utszn1426@ukr.net
1359;703;0;
1360;703;1;krrayupr@ukrpost.ua
1361;704;0;
1362;704;1;krlutszn@ukr.net
1363;705;0;
1364;705;1;utsz1441@ukr.net
1365;706;0;
1366;706;1;utszn1427@gmail.com
1367;707;0;
1368;707;1;upszn20@ukr,net
1369;708;0;
1370;708;1;kremenec@sobes-ter.gov.ua
1371;709;0;
1372;709;1;upszn04@ukr.net
1373;710;0;
1374;710;1;krukovupszn@ukr.net
1375;711;0;
1376;711;1;kremen-rda@adm-pl.qov.ua
1377;712;0;
1378;712;1;uszn915@ukr.net
1379;713;0;
1380;713;1;info06@dszn.sm.gov.ua
1381;714;0;
1382;714;1;sobes2@ukrpost.ua
1383;715;0;
1384;715;1;utkrda@ukr.net
1385;716;0;
1386;716;1;kutszn@ukr.net
1387;717;0;
1388;717;1;uszn.marinka.2015@gmail.com
1389;718;0;
1390;718;1;ladiginsoczahst@ukr.net
1391;719;0;
1392;719;1;lanivci@sobes-ter.gov.ua
1393;720;0;
1394;720;1;info08@dszn.sm.gov.ua
1395;721;0;
1396;721;1;info26@dszn.sm.gov.ua
1397;722;0;
1398;722;1;lupszn@ukr.net
1399;723;0;
1400;723;1;utszn_lis@ukr.net
1401;724;0;
1402;724;1;lozutszn@ukr.net, lozovayautszn@mail.uа
1403;725;0;
1404;725;1;upszn1616@ukrpost.ua
1405;726;0;
1406;726;1;upszn30@ukr.net
1407;727;0;
1408;727;1;upszn17@ukrpost
1409;728;0;
1410;728;1;dsp@lutskrada.gov.ua
1411;729;0;
1412;729;1;vsd@dlsp.voladm.gov.ua
1413;730;0;
1414;730;1;info@soczabez.lutskadm.gov.ua
1415;731;0;
1416;731;1;zalszl@arkada-x.com.ua,
1417;732;0;
1418;732;1;lychsoz@ukrpost.ua
1419;733;0;
1420;733;1;syxiv_soc@ukr.net
1421;734;0;
1422;734;1;u_soczah@mail.lviv.ua
1423;735;0;
1424;735;1;g_soczzah@ukr.net
1425;736;0;
1426;736;1;fr_soc@ukrpost.ua, frsoczah@gmail.com
1427;737;0;
1428;737;1;subshev@city-adm.lviv.ua
1429;738;0;
1430;738;1;zachyst@lb.lt.ukrtel.net, luboml_uszn@ukr.net
1431;739;0;
1432;739;1;lubotinupszn@ukrpost.ua
1433;740;0;
1434;740;1;inbox2@mv.kr-admin.gov.ua
1435;741;0;
1436;741;1;malsobez@ml.zt.ukrtel.net
1437;742;0;
1438;742;1;mupszn@ml.zt.ukrtel.net
1439;743;0;
1440;743;1;utszn1412@gmail.com
1441;744;0;
1442;744;1;utszn1411@gmail.com
1443;745;0;
1444;745;1;uszn1413@yandex.ua
1445;746;0;
1446;746;1;utsznmel@mail.ru
1447;747;0;
1448;747;1;mrda_upczn@ukpost.ua
1449;748;0;
1450;748;1;menasobez2014@ukr.net
1451;749;0;
1452;749;1;mk_iac@ukr.net
1453;750;0;
1454;750;1;departament_mk@ukr.net
1455;751;0;
1456;751;1;utszn_centr@ukr.net
1457;752;0;
1458;752;1;utszn_zavodsk@ukr.net
1459;753;0;
1460;753;1;utszn_lenin@ukr.net
1461;754;0;
1462;754;1;utszn_korab@ukr.net
1463;755;0;
1464;755;1;utszn_jovtn@ukr.net
1465;756;0;
1466;756;1;utszn_nikol@ukr.net
1467;757;0;
1468;757;1;upszn.mykol.lv@gmail.com
1469;758;0;
1470;758;1;upszn@ukrpost.ua
1471;759;0;
1472;759;1;28upszn@ukr.net
1473;760;0;
1474;760;1;rupszn_mironovka@ukr.net
1475;761;0;
1476;761;1;mogpodrupszn@ukr.net
1477;762;0;
1478;762;1;upsznmpmr@ukr.net
1479;763;0;
1480;763;1;monastyrysk@sobes-ter.gov.ua
1481;764;0;
1482;764;1;upsznmon17@rambler.ru
1483;765;0;
1484;765;1;soc_zah_morshyn@ukr.net 
1485;766;0;
1486;766;1;mostups2014@ukr.net
1487;767;0;
1488;767;1;2101_ upszn@ukr.net
1489;768;0;
1490;768;1;muk_uszn_raj@mk.uz.ua
1491;769;0;
1492;769;1;soczaxust@ukr.net
1493;770;0;
1494;770;1;Nem_upszn@ukr.net
1495;771;0;
1496;771;1;6826socnetishin@ukr.net
1497;772;0;
1498;772;1;nrszn@ukr.net
1499;773;0;
1500;773;1;upszn@ne.cg.ukrtel.net
1501;774;0;
1502;774;1;utszn_nodes@ukr.net
1503;775;0;
1504;775;1;upszn@ukrpost.net
1505;776;0;
1506;776;1;uszn_nu@ukrpost.ua
1507;777;0;
1508;777;1;nvsobes@cg.ukrtel.net
1509;778;0;
1510;778;1;nsmsobes@ukrpost.ua
1511;779;0;
1512;779;1;dw.1335@hotmail.com
1513;780;0;
1514;780;1;utszn_nbug@ukr.net
1515;781;0;
1516;781;1;upszn.nv@ukr.net
1517;782;0;
1518;782;1;sob1814@ukr.net
1519;783;0;
1520;783;1;novogrodovka_utszn@mail.ru, utsznnovogrod@ukr.net
1521;784;0;
1522;784;1;upszn7703@ukr.net
1523;785;0;
1524;785;1;inbox2@nmrda.kr-admin.gov.ua
1525;786;0;
1526;786;1;npsovb@np.lg.ukrtel.net, novopskov_upszn@i.ua
1527;787;0;
1528;787;1;upszn7708@ukr.net
1529;788;0;
1530;788;1;inbox2@nu.kr-admin.gov.ua
1531;789;0;
1532;789;1;subsi7409@ukr.net
1533;790;0;
1534;790;1;upczn_obuhiv@ukr.net
1535;791;0;
1536;791;1;mupszn_obuhiv@ukr.net
1537;792;0;
1538;792;1;sovbez@ovr.zt.ukrtel.net
1539;793;0;
1540;793;1;kiivskiy_soc@gupsp.odessa.gov.ua
1541;794;0;
1542;794;1;malinovskiy_soc@gupsp.odessa.gov.ua
1543;795;0;
1544;795;1;primorskiy_soc@gupsp.odessa.gov.ua
1545;796;0;
1546;796;1;suvorovskiy_soc@gupsp.odessa.gov.ua
1547;797;0;
1548;797;1;oleup1816@ukr.net
1549;798;0;
1550;798;1;inbox2@olex.kr-admin.gov.ua
1551;799;0;
1552;799;1;gvszn@alex.kw.ukrtel.net
1553;800;0;
1554;800;1;usznorh@zp.ukrtel.net
1555;801;0;
1556;801;1;sobesrda@ukr.net
1557;802;0;
1558;802;1;Soczahist_ostroh@ukr.net
1559;803;0;
1560;803;1;info11@dszn.sm.gov.ua
1561;804;0;
1562;804;1;info20@dszn.sm.gov.ua
1563;805;0;
1564;805;1;utszn_ochakovg@ukr.net
1565;806;0;
1566;806;1;utszn_ochakovr@ukr.net
1567;807;0;
1568;807;1;utszn_pgor@ukr.net
1569;808;0;
1570;808;1;utszn_pray@ukr.net
1571;809;0;
1572;809;1;prupszn@ukr.net
1573;810;0;
1574;810;1;putszn@kharkov.ukrtel.net
1575;811;0;
1576;811;1;upsznprm@ukr.net
1577;812;0;
1578;812;1;upszn2110@ukrpost.ua
1579;813;0;
1580;813;1;raj36@ukr.net
1581;814;0;
1582;814;1;55677@ukr.net
1583;815;0;
1584;815;1;pir-uprpr@poltava.ukrtel.net
1585;816;0;
1586;816;1;pidgajtsi@sobes-ter.gov.ua
1587;817;0;
1588;817;1;pogrypzn@ukr.net
1589;818;0;
1590;818;1;pologiutszn@zp.ukrtel.net
1591;819;0;
1592;819;1;upszn@poladm.gov.ua
1593;820;0;
1594;820;1;oktyabr@net.pl.ua
1595;821;0;
1596;821;1;soc 1601@ukrost.ua
1597;822;0;
1598;822;1;leninske@upszn-pll.gov.ua
1599;823;0;
1600;823;1;siznprda@e-mail.pi.ua
1601;824;0;
1602;824;1;plsz@adm-pl.gov.ua
1603;825;0;
1604;825;1;p.uszn923@ukr.net
1605;826;0;
1606;826;1;pl_sobes@ukr.net
1607;827;0;
1608;827;1;sobespl@ukrpost.ua
1609;828;0;
1610;828;1;primutszn@zp.ukrtel.net
1611;829;0;
1612;829;1;puszn20@ukr.net
1613;830;0;
1614;830;1;info12@dszn.sm.gov.ua
1615;831;0;
1616;831;1;radehivupszn@ukr.net
1617;832;0;
1618;832;1;5615sob_rad@ukr.net
1619;833;0;
1620;833;1;soczah@rad.zt.ukrtel.net
1621;834;0;
1622;834;1;rakhiv_sobez@ukr.net
1623;835;0;
1624;835;1;reni_soc@gupsp.odessa.gov.ua
1625;836;0;
1626;836;1;szn@ukrpost.ua
1627;837;0;
1628;837;1;upszn5616@gmail.com
1629;838;0;
1630;838;1;sobes12@ukr.net
1631;839;0;
1632;839;1;rivne.dopomoga@gmail.com, prazya@mail.rv.ua
1633;840;0;
1634;840;1;upszn@meta.ua
1635;841;0;
1636;841;1;rogsobez@ukr.net
1637;842;0;
1638;842;1;rozh_upszn@ukr.net
1639;843;0;
1640;843;1;rozdilna_soczah@gupsp.odessa.gov.ua
1641;844;0;
1642;844;1;it13@dszn.sm.gov.ua
1643;845;0;
1644;845;1;info21@dszn.sm.gov.ua
1645;846;0;
1646;846;1;upszn_0917@ukrpost.ua
1647;847;0;
1648;847;1;sptu_8@ukr.net, usznsambir@ukr.net
1649;848;0;
1650;848;1;ssoczahyst@ukr.net
1651;849;0;
1652;849;1;sarny.upszn@gmail.com
1653;850;0;
1654;850;1;Sval_upszn@ukr.net
1655;851;0;
1656;851;1;uszn930@ukr.net
1657;852;0;
1658;852;1;inbox2@sv.kr-admin.gov.ua
1659;853;0;
1660;853;1;Supszn@ukrpost.ua
1661;854;0;
1662;854;1;selutszn@ukrpost.ua
1663;855;0;
1664;855;1;upszn7422@gmail.com
1665;856;0;
1666;856;1;info14@dszn.sm.gov.ua
1667;857;0;
1668;857;1;dszn@loga.gov.ua
1669;858;0;
1670;858;1;upszn919@ukr.net
1671;859;0;
1672;859;1;6511@ukrpost.ua
1673;860;0;
1674;860;1;ruszn@ukr.net
1675;861;0;
1676;861;1;upszn_skole@ukr.net
1677;862;0;
1678;862;1;upr.slavyta@ukr.net
1679;863;0;
1680;863;1;smupszn@ukr.net
1681;864;0;
1682;864;1;upsznslav@gmail.com
1683;865;0;
1684;865;1;utszn1445@meta.ua
1685;866;0;
1686;866;1;utszn@slav.dn.ua
1687;867;0;
1688;867;1;7104SMILA@UKR.NET
1689;868;0;
1690;868;1;7118RDA@ukr.net
1691;869;0;
1692;869;1;utszn_snigir@ukr.net
1693;870;0;
1694;870;1;snyatinsoc@ukr.net
1695;871;0;
1696;871;1;upszn.sokal@i.ua
1697;872;0;
1698;872;1;upszn7702@ukr.net
1699;873;0;
1700;873;1;sts_uszn@ukr.net
1701;874;0;
1702;874;1;utszn_23lk@ukrpost.ua, uszn934@gmail.com
1703;875;0;
1704;875;1;6813soczah@ukr.net
1705;876;0;
1706;876;1;mup-star@ukr.net
1707;877;0;
1708;877;1;upszn7716@ukr.net
1709;878;0;
1710;878;1;str_upszn@ukrpost.ua
1711;879;0;
1712;879;1;sob_str_r@ukr.net
1713;880;0;
1714;880;1;info33@dszn.sm.gov.ua
1715;881;0;
1716;881;1;info23@dszn.sm.gov.ua
1717;882;0;
1718;882;1;mail@dszn.sm.gov.ua
1719;883;0;
1720;883;1;upszn19@ukr.net
1721;884;0;
1722;884;1;taraupszn@gmail.com
1723;885;0;
1724;885;1;tatarbunari_soc@gupsp.odessa.gov.ua
1725;886;0;
1726;886;1;teplodar_soc@gupsp.odessa.gov.ua
1727;887;0;
1728;887;1;terebovlya@sobes-ter.gov.ua
1729;888;0;
1730;888;1;admin@sobes-ter.gov.ua
1731;889;0;
1732;889;1;ternraj@sobes-ter.gov.ua
1733;890;0;
1734;890;1;ternopil@sobes-ter.gov.ua
1735;891;0;
1736;891;1;tetievupszn@ukr.net
1737;892;0;
1738;892;1;soczah_if@ukrpost.ua
1739;893;0;
1740;893;1;r79upszn@if.ukrtel.net
1741;894;0;
1742;894;1;tokutszn@zp.ukrtel.net
1743;895;0;
1744;895;1;22upszn@ukrpost.ua
1745;896;0;
1746;896;1;info16@dszn.sm.gov.ua
1747;897;0;
1748;897;1;upszn1331@gmail.com
1749;898;0;
1750;898;1;tulchin_upszn@ukr.net
1751;899;0;
1752;899;1;upsznturka@ukr.net
1753;900;0;
1754;900;1;soczabez@tyachiv-rda.gov.ua
1755;901;0;
1756;901;1;umupszn@rada-uzhgorod.gov.ua
1757;902;0;
1758;902;1;uszn_urda@carpathia.gov.ua, upsznuzhrda@i.ua
1759;903;0;
1760;903;1;inbox2@ulrda.kr-admin.gov.ua
1761;904;0;
1762;904;1;umnm@ukr.net, sz@umanupszn.gov.ua
1763;905;0;
1764;905;1;umanruszn@ukrpost.ua
1765;906;0;
1766;906;1;fastivskerupszn@ukr.net
1767;907;0;
1768;907;1;08500@ukr.net
1769;908;0;
1770;908;1;uszn.hrda@ukr.net
1771;909;0;
1772;909;1;dz_upszn@ukr.net
1773;910;0;
1774;910;1;sybskiev128.128@ukr.net
1775;911;0;
1776;911;1;musznt@ukr.net
1777;912;0;
1778;912;1;upr_truda_komint@ukr.net
1779;913;0;
1780;913;1;chervonupszn@ukrpost.ua
1781;914;0;
1782;914;1;upszn.lenrik@citynet.kharkov.ua
1783;915;0;
1784;915;1;utszn@citynet.kharkov.ua
1785;916;0;
1786;916;1;oktutszn@citynet.kharkov.ua
1787;917;0;
1788;917;1;upszn_frunz@ukr.net
1789;918;0;
1790;918;1;upr_truda@kharkivoda.gov.ua
1791;919;0;
1792;919;1;dp-soczah@khoda.gov.ua
1793;920;0;
1794;920;1;Komsomol2007@ukr.net
1795;921;0;
1796;921;1;dneprzhs@ukr.net
1797;922;0;
1798;922;1;syvorov_ypszn@ukr.net
1799;923;0;
1800;923;1;hmouszn@hm.ukrtel.net
1801;924;0;
1802;924;1;6816uszn@ukr.net
1803;925;0;
1804;925;1;картошка
1805;926;0;
1806;926;1;soczahist_hm@ukr.net
1807;927;0;
1808;927;1;socprotect_hm@ukr.net
1809;928;0;
1810;928;1;horol-upszn@ukrpost.ua
1811;929;0;
1812;929;1;upszn7701@ukr.net
1813;930;0;
1814;930;1;7121@ukr.net
1815;931;0;
1816;931;1;khust-sobez@ukr.net
1817;932;0;
1818;932;1;hrupravl@meta.ua
1819;933;0;
1820;933;1;uszn.zyr@ukr.net
1821;934;0;
1822;934;1;socza1305@gmail.com
1823;935;0;
1824;935;1;uszn_7101@ukr.net
1825;936;0;
1826;936;1;sosn_upszn@neocm.com
1827;937;0;
1828;937;1;uprpraci@2upost.com
1829;938;0;
1830;938;1;ouszn@ck.ukrtel.net
1831;939;0;
1832;939;1;gupszn@ukr.net
1833;940;0;
1834;940;1;soczah@ukr.net
1835;941;0;
1836;941;1;upszn7726@ukr.net
1837;942;0;
1838;942;1;upszn7725@ukr.net
1839;943;0;
1840;943;1;upszn7724@ukr.net
1841;944;0;
1842;944;1;sobes@ukrpost.net
1843;945;0;
1844;945;1;chadm_sotszahist@cg.gov.ua
1845;946;0;
1846;946;1;d_sovbes@cg.ukrtel.net
1847;947;0;
1848;947;1;up26@nzrada.gov.ua
1849;948;0;
1850;948;1;upszn_24@ukr.net
1851;949;0;
1852;949;1;soc_chop@ukr.net
1853;950;0;
1854;950;1;chortkiv@sobes-ter.gov.ua
1855;951;0;
1856;951;1;chortkiv.misto@sobes-ter.gov.ua
1857;952;0;
1858;952;1;upszn_ray@ukr.net
1859;953;0;
1860;953;1;utszn.chuguev@gmail.com
1861;954;0;
1862;954;1;chupszn@ukr.net
1863;955;0;
1864;955;1;labour@ukrpost.ua
1865;956;0;
1866;956;1;yntaszn@gmail.com
1867;957;0;
1868;957;1;shep_upszn@i.ua
1869;958;0;
1870;958;1;info17@dszn.sm.gov.ua
1871;959;0;
1872;959;1;info22@dszn.sm.gov.ua
1873;960;0;
1874;960;1;shp_upszn@ck.ukrtel.net
1875;961;0;
1876;961;1;shumsk@sobes-ter.gov.ua
1877;962;0;
1878;962;1;sobes_sch@cg.ukrtel.net
1879;963;0;
1880;963;1;yuzhniy_soc@gupsp.odessa.gov.ua
1881;964;0;
1882;964;1;utszn_jugukr@ukr.net
1883;965;0;
1884;965;1;upszn.ya.lv@meta.ua
1885;966;0;
1886;966;1;rj3247@ukr.net
1887;967;0;
1888;967;1;0526yampupszn@ukr.net
1889;968;0;
1890;968;1;yarsobez@ukr.net
1891;969;0;
1892;969;1;vel_bel@zp.ukrtel.net
1893;970;0;
1894;970;1;sovbez_lozovaya@ukr.net
1895;971;0;
1896;971;1;gusyatyn@sobes-ter.gov.ua
1897;972;0;
1898;972;1;upszn@mel.lg.ukrtel.net
1899;973;0;
1900;973;1;upszn-1804@ukr.net
1901;974;0;
1902;974;1;6814uszn@ukr.net
1903;975;0;
1904;975;1;utszn_arbuz@ukr.net
1905;976;0;
1906;976;1;sovbez_bar@ukr.net
1907;977;0;
1908;977;1;upsznbor@i.ua
1909;978;0;
1910;978;1;utszn_berezan@ukr.net
1911;979;0;
1912;979;1;utszn_berezneg@ukr.net
1913;980;0;
1914;980;1;bil_soc_zahist@ukr.net
1915;981;0;
1916;981;1;belutszn@ukr.net
1917;982;0;
1918;982;1;Soc17lk@ukrpost.ua
1919;983;0;
1920;983;1;blizn@ukr.net
1921;984;0;
1922;984;1;upszn_bogorodchany@ukr.net
1923;985;0;
1924;985;1;prac@kharkov.ukrtel.net
1925;986;0;
1926;986;1;utszn_bratsk@ukr.net
1927;987;0;
1928;987;1;upszn-brus@ukr.net
1929;988;0;
1930;988;1;vbsoczakh@vberez.gov.ua
1931;989;0;
1932;989;1;voluszn@ukr.net
1933;990;0;
1934;990;1;upravlinna@cg.ukrtel.net
1935;991;0;
1936;991;1;r04.m50@gmail.com
1937;992;0;
1938;992;1;velikomihaylivka_soc@gupsp.odessa.gov.ua
1939;993;0;
1940;993;1;info03@dszn.sm.gov.ua
1941;994;0;
1942;994;1;upszn.vlep@ukr.net
1943;995;0;
1944;995;1;v-bagachka@ukrpost.ua
1945;996;0;
1946;996;1;vburlukuszn@ukr.net
1947;997;0;
1948;997;1;v.rogupszn6516@ukr.net
1949;998;0;
1950;998;1;soczah_verh@ukr.net
1951;999;0;
1952;999;1;ves_upszn@zp.ukrtel.net
1953;1000;0;
1954;1000;1;utszn_vesel@ukr.net
1955;1001;0;
1956;1001;1;visupszn@ukr.net
1957;1002;0;
1958;1002;1;inbox2@vl.kr-admin.gov.ua
1959;1003;0;
1960;1003;1;vinupszn@ukrpost.ua
1961;1004;0;
1962;1004;1;vsobez@ukrpost.ua
1963;1005;0;
1964;1005;1;upszn_vold@ukr.net
1965;1006;0;
1966;1006;1;volod.upszn031212@gmail.com
1967;1007;0;
1968;1007;1;voloupszn@ukrpost.ua
1969;1008;0;
1970;1008;1;utszn_vrad@ukr.net
1971;1009;0;
1972;1009;1;upszn7705@ukr.net
1973;1010;0;
