nID_SubjectOrganJoin;sName;sValue
1216;sOrganType;підрозділу ДМС
1216;sPhoneOrgan;Телефон: +38 (050) 500-93-03
1216;sAddress;м. Дніпропетровськ, пр. П.Орлика (пр. Ілліча) 3
1216;sKab89;каб №4
1216;sRecviziti;Одержувач: УДКСУ у Бабушкінському районі м. Дніпропетровська, Банк УДКУ у Дніпропетровській обл., МФО 805012, Код ЄДРПОУ 37989274, Р/р 31416538700004, код платежу 22090400
1216;sKab280;каб №4

1217;nID_Department_visitDay;14
1217;sNameOrgan;Жовтневий РВ у м. Дніпропетровську
1217;sMailClerk;1212@dmsu.gov.ua
1217;sArea;Соборний (Жовтневий)
1217;Registrationservice;Жовтневий РВ у м. Дніпропетровську ГУ ДМСУ в Дніпропетровській області
1217;sOrganType;підрозділу ДМС
1217;sPhoneOrgan;Телефон: 46-65-96
1217;sAddress;м. Дніпропетровськ, вул. Шевченко, 7
1217;sKab89;каб №2
1217;sRecviziti;Одержувач: УДКСУ у Жовтневому районі м. Дніпропетровська, Банк УДКУ у Дніпропетровській обл., МФО 805012, Код ЄДРПОУ 37989269, Р/р 31415538700005, код платежу 22090400
1217;sKab280;каб №1

1218;nID_Department_visitDay;24
1218;sNameOrgan;Індустріальний РВ у м. Дніпропетровську
1218;sMailClerk;1213@dmsu.gov.ua
1218;sArea;Індустріальний
1218;Registrationservice;Індустріальний РВ у м. Дніпропетровську ГУ ДМСУ в Дніпропетровській області
1218;sOrganType;підрозділу ДМС
1218;sPhoneOrgan;Телефон: 724-01-08
1218;sAddress;м. Дніпропетровськ, вул. Янтарна, 75-а
1218;sKab89;каб №4
1218;sRecviziti;Одержувач: відділення ДержКазначейства у Індустріальному районі м. Дніпропетровськ, Банк ГУДКУ у Дніпропетровській обл., МФО 805012, Код ЄДРПОУ 37989295, Р/р 31414538700006, код платежу 22090400
1218;sKab280;каб №4

1219;nID_Department_visitDay;25
1219;sNameOrgan;Кіровський РВ у м. Дніпропетровську
1219;sMailClerk;1214@dmsu.gov.ua
1219;sArea;Центральний (Кіровський)
1219;Registrationservice;Кіровський РВ у м. Дніпропетровську ГУ ДМСУ в Дніпропетровській області
1219;sOrganType;підрозділу ДМС
1219;sPhoneOrgan;Телефон: 778-19-96
1219;sAddress;м. Дніпропетровськ, вул. Князя Володимира Великого (вул. Плеханова), 34
1219;sKab89;каб №8
1219;sRecviziti;Одержувач: Місцевий бюджет Кіровського району 22090400 код 37989316, Банк ГУДКУ у Дніпропетровській обл., МФО 805012, Код ЄДРПОУ 37989316, Р/р 31413538700007, код платежу 22090400
1219;sKab280;каб №6

1220;nID_Department_visitDay;26
1220;sNameOrgan;Красногвардійський РВ у м. Дніпропетровську
1220;sMailClerk;1215@dmsu.gov.ua
1220;sArea;Чечелівський (Красногвардійський)
1220;Registrationservice;Красногвардійський РВ у м. Дніпропетровську ГУ ДМСУ в Дніпропетровській області
1220;sOrganType;підрозділу ДМС
1220;sPhoneOrgan; 
1220;sAddress;м. Дніпропетровськ, вул. Робоча, 22а
1220;sKab89;каб №1
1220;sRecviziti;Одержувач: Казначейство Красногвардійського району м. Дніпропетровська, Банк ГУДКУ у Дніпропетровській обл., МФО 805012, Код ЄДРПОУ 37989253, Р/р 31412538700008, код платежу 22090400
1220;sKab280;каб №1

1221;nID_Department_visitDay;27
1221;sNameOrgan;Ленінський РВ у м. Дніпропетровську
1221;sMailClerk;1216@dmsu.gov.ua
1221;sArea;Новокодацький (Ленінський)
1221;Registrationservice;Ленінський РВ у м. Дніпропетровську ГУ ДМСУ в Дніпропетровській області
1221;sOrganType;підрозділу ДМС
1221;sPhoneOrgan; 
1221;sAddress;м. Дніпропетровськ, вул. Курінна (вул. Аверіна), 57
1221;sKab89;каб №1
1221;sRecviziti;Одержувач: Управління Казначейства м. Дніпропетровська, Банк ГУДКУ у Дніпропетровській обл., МФО 805012, Код ЄДРПОУ 37989248, Р/р 31411538700009, код платежу 22090400
1221;sKab280;каб №7

1222;nID_Department_visitDay;28
1222;sNameOrgan;Самарський РВ у м. Дніпропетровську
1222;sMailClerk;1217@dmsu.gov.ua
1222;sArea;Самарський
1222;Registrationservice;Самарський РВ у м. Дніпропетровську ГУ ДМСУ в Дніпропетровській області
1222;sOrganType;підрозділу ДМС
1222;sPhoneOrgan;Телефон: 728-00-58
1222;sAddress;м. Дніпропетровськ, вул. Космонавтів, 4
1222;sKab89;каб №3
1222;sRecviziti;Одержувач: Управління ДержКазначейства в Індустріальному районі м. Дніпропетровськ, Банк ГУДКУ у Дніпропетровській обл., МФО 805012, Код ЄДРПОУ 37989295, Р/р 31411538700010, код платежу 22090400
1222;sKab280;каб №3

1223;nID_Department_visitDay;29
1223;sNameOrgan;Баглійський РВ у м. Дніпродзержинську
1223;sMailClerk;1220@dmsu.gov.ua
1223;sArea;Баглійський
1223;Registrationservice;Баглійський РВ у м. Дніпродзержинську ГУ ДМСУ в Дніпропетровській області
1223;sOrganType;підрозділу ДМС
1223;sPhoneOrgan;Телефон: (05692) 7-24-90
1223;sAddress;м. Дніпродзержинськ, вул. Беспалова, 2А
1223;sKab89;каб №5
1223;sRecviziti;Одержувач: УДК в м. Дніпропетровськ, Банк ГУ ДКСУ у Дніпропетровській обл., МФО 805012, Код ЄДРПОУ 38028588, Р/р 31418538700013, код платежу 22090100

1224;nID_Department_visitDay;30
1224;sNameOrgan;Дніпровський РВ у м. Дніпродзержинську
1224;sMailClerk;1221@dmsu.gov.ua
1224;sArea;Дніпровський
1224;Registrationservice;Дніпровський РВ у м. Дніпродзержинську ГУ ДМСУ в Дніпропетровській області
1224;sOrganType;підрозділу ДМС
1224;sPhoneOrgan;Телефон: +38 (096) 447-47-73
1224;sAddress;м. Дніпродзержинськ, пр. Перемоги, 63
1224;sKab89;каб №109
1224;sRecviziti;Одержувач: УДК в м. Дніпропетровськ, Банк ГУ ДКСУ у Дніпропетровській обл., МФО 805012, Код ЄДРПОУ 38028588, Р/р 31418538700013, код платежу 22090100

1225;nID_Department_visitDay;31
1225;sNameOrgan;Заводський РВ у м. Дніпродзержинську
1225;sMailClerk;1222@dmsu.gov.ua
1225;sArea;Заводський
1225;Registrationservice;Заводський РВ у м. Дніпродзержинську ГУ ДМСУ в Дніпропетровській області
1225;sOrganType;підрозділу ДМС
1225;sPhoneOrgan; 
1225;sAddress;м. Дніпродзержинськ, вул. Комунарна, 10а
1225;sKab89;каб №7
1225;sRecviziti;Одержувач: УДК в м. Дніпропетровськ, Банк ГУ ДКСУ у Дніпропетровській обл., МФО 805012, Код ЄДРПОУ 38028588, Р/р 31418538700013, код платежу 22090100

1226;sNameOrgan;ЦНАП Васильківської РДА
1226;sAddress;<b>Адреса:</b> 52600, Дніпропетровська обл., смт Васильківка, вул. Партизанська, 150, кім.№№20,20а
1226;sPhoneOrgan;<b>Телефон(и):</b> (05639) 9-20-87, (05639) 9-10-36 (факс)
1226;sMailClerk;tsnapvasilkivka@ukr.net
1226;nID_Department_visitDay;77
1226;sArea;смт. Васильківка
1226;sOrganType;ЦНАП
1226;sRecvizitiAdmin;Отримувач: Васильківська селищна рада, р/р  - 31415538700050, ЄДРПОУ: 37870848, Банк отримувача: ГУДКСУ у Дніпропетровській області, МФО: 805012
1226;sKab89;адміністратора
1226;sRegistrationOrgan;Васильківська селищна рада

1227;sNameOrgan;ЦНАП Царичанської РДА
1227;sAddress;<b>Адреса:</b> 51000, смт. Царичанка, вул. Театральна, 17
1227;sPhoneOrgan;<b>Телефон(и):</b> (05690) 3-26-81
1227;sMailClerk;tsar.alternatyva@gmail.com
1227;nID_Department_visitDay;93
1227;sArea;смт. Царичанка
1227;sOrganType;ЦНАП
1227;sRecvizitiAdmin;реквізити для адмінсбору
1227;sKab89;адміністратора
1227;sRegistrationOrgan;Виконком Царичанської селищної ради

1228;sNameOrgan;ЦНАП Комінтернівської РДА
1228;sAddress;<b>Адреса:</b> 51000, смт. Царичанка, вул. Театральна, 17
1228;sPhoneOrgan;<b>Телефон(и):</b>04855-9-84-48 , 04855-9-17-82
1228;sMailClerk;admin_kom@ukr.net
1228;nID_Department_visitDay;36
1228;sArea;смт. Комінтернівське
1228;sOrganType;ЦНАП
1228;sRecvizitiAdmin;реквізити для адмінсбору
1228;sKab89;адміністратора
1228;sRegistrationOrgan;Назва органу реєстрації

1229;sNameOrgan;Каховський районний відділ державної реєстрації актів цивільного стану
1229;sMailClerk;dracs.kahovskiyrayon@ukr.net
1229;sPhoneOrgan;<b>Телефони для довідок: </b> (05536)40-447, (05536)74-800
1229;sAddress;Херсонська область, м. Каховка, вул.Велика Куликовська,103
1229;sShapka;Грек О.О.
1229;sWorkTime;<b>Графік роботи: </b><br> понеділок, вівторок з 09.00 до 18.00,<br> середа з 09.00 до 17.00,<br> четвер з 09.00 до 20.00,<br> п’ятниця з 09.00 до 16.00, <br> субота (реєстрація смерті) з 09.00 до 18.00, <br> обідня перерва: з 13.00 до 13.48
1229;nID_Department_visitDay;147

1232;nID_Department_visitDay;41
1232;sNameOrgan;ЦНАП м. Первомайський
1232;sMailClerk;tsnap.pervom@ukr.net
1232;sArea;м. Первомайський
1232;Registrationservice;Первомайський РС ГУ ДМС України у Харківській області
1232;sOrganType;ЦНАП
1232;sPhoneOrgan;(05748) 3-41-03 
1232;sAddress;м.Первомайський, пр. 40 років Перемоги, 1
1232;sKab89;каб. № 14
1232;sRecviziti;Отримувач: ГУ ДКУ в Харкіській області , Код банку отримувача: 851011, Код ЄДРПОУ 37327442, Р/р 31411538700019, код платежу 22090400
1232;sKab280;каб. № 14
1232;sKab205;каб. № 14
1232;sRegistrationOrgan;Відділ житлово-комунального господарства виконавчого комітету Первомайської міської ради Харківської області
1232;sRecvizitiAdmin;Отримувач: ГУ ДКУ в Харкіській області , Код банку отримувача: 851011, Код ЄДРПОУ 37327442, Р/р 31411538700019

1238;sNameOrgan;Департамент екології та природних ресурсів Полтавської ОДА
1238;sPhoneOrgan;(380532)569-508
1238;sWorkTime;Графік роботи:
1238;sMailClerk;eko@adm-pl.gov.ua
1238;sAddress; м.Полтава, вул.Зигіна,1
1238;sEcoDir;Югненко О.Г.
1238;sEcoShapka;Директору департаменту екології та природних ресурсів Полтавської облдержадміністрації
1238;sEcologPost;eko@adm-pl.gov.ua

1239;sNameOrgan;Збаразька РДА
1239;sPhoneOrgan;(03550) 2-12-21
1239;sWorkTime;Графік роботи:<br>з 8.00 год. до 17.15 год. понеділок-четвер<br>з 8.00 год. до 16.00 год. п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 13.00 год. до 14.00 год.<br>
1239;sMailClerk;rda@zbarazh-rda.gov.ua
1239;sOrgan;голови Збаразької РДА
1239;sAddress;47302, м.Збараж, майдан І.Франка, 1

1240;sNameOrgan;Зборівська РДА
1240;sPhoneOrgan;(03540) 2 17 10
1240;sWorkTime;Графік роботи:<br>з 8.00 год. до 17.15 год. понеділок-четвер<br>з 8.00 год. до 16.00 год. п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 13.00 год. до 14.00 год.<br>
1240;sMailClerk;Zboriv.rda@gmail.com
1240;sOrgan;голови Зборівської РДА
1240;sAddress;47201, м.Зборів, вул.Б.Хмельницького, 24

1241;sNameOrgan;Козівська РДА
1241;sPhoneOrgan;(03547) 2-16-78
1241;sWorkTime;Графік роботи:<br>з 8.00 год. до 17.15 год. понеділок-четвер<br>з 8.00 год. до 16.00 год. п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 13.00 год. до 14.00 год.<br>
1241;sMailClerk;kozova.rda@gmail.com
1241;sOrgan;голови Козівської РДА
1241;sAddress;47600, смт.Козова, вул.Грушевського, 38

1242;sNameOrgan;Кременецька РДА
1242;sPhoneOrgan;(03546) 2-19-78
1242;sWorkTime;Графік роботи:<br>з 8.00 год. до 17.15 год. понеділок-четвер<br>з 8.00 год. до 16.00 год. п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 13.00 год. до 14.00 год.<br>
1242;sMailClerk;krrda@ukr.net
1242;sOrgan;голови Кременецької РДА
1242;sAddress;47000, м.Кременець, вул.Шевченка, 56

1243;sNameOrgan;Лановецька РДА
1243;sPhoneOrgan;(03549) 2-13-87
1243;sWorkTime;Графік роботи:<br>з 8.00 год. до 17.15 год. понеділок-четвер<br>з 8.00 год. до 16.00 год. п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 13.00 год. до 14.00 год.<br>
1243;sMailClerk;lan_rda@lan.tr.ukrtel.net
1243;sOrgan;голови Лановецької РДА
1243;sAddress;47400, м.Ланівці, вул.Незалежності, 19

1244;sNameOrgan;Монастириська РДА
1244;sPhoneOrgan;(03541)2 19 46
1244;sWorkTime;Графік роботи:<br>з 8.00 год. до 17.15 год. понеділок-четвер<br>з 8.00 год. до 16.00 год. п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 13.00 год. до 14.00 год.<br>
1244;sMailClerk;Koda_igor@ukr.net
1244;sOrgan;голови Монастириської РДА
1244;sAddress; 48300, м.Монастириська, вул.Шевченка, 19

1245;sNameOrgan;Підволочиська РДА
1245;sPhoneOrgan;(03543) 2-12-78
1245;sWorkTime;Графік роботи:<br>з 8.00 год. до 17.15 год. понеділок-четвер<br>з 8.00 год. до 16.00 год. п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 13.00 год. до 14.00 год.<br>
1245;sMailClerk;pidv_zg@ukr.net
1245;sOrgan;голова Підволочиської РДА
1245;sAddress;47800, смт.Підволочиськ, вул.Д.Галицького, 80

1246;nRegion;24
1246;sClerkPost;Luda17_@ukr.net, Lyla1710@ukr.net, Hellen5565@mail.ru, lntsu@ukr.net, k_n_i@ukr.net
1246;sEcologPost;maltseva20@ukr.net
1246;sArkhPost;gapu@gapu.dp.ua
1246;sEcoShapka;Директору департаменту екології та природних ресурсів Дніпропетровської облдержадміністрації
1246;sEcoDir;Стрільцю Р. О.

1247;nRegion;23
1247;sClerkPost;woobraja@mail.ru, 7751138@rambler.ru, k_n_i@ukr.net
1247;sEcologPost;maltseva20@ukr.net
1247;sArkhPost;gapu@gapu.dp.ua
1247;sEcoShapka;Директору департаменту екології та природних ресурсів Дніпропетровської облдержадміністрації
1247;sEcoDir;Стрільцю Р. О.

1248;sSignCnap;Виконавчий комітет Жовтоводської міської ради
1248;sPhoneCnap;(05652) 24881
1248;sPostV;informzv@i.ua
1248;sRozklad;Адреса: м. Жовті Води, бульв. Свободи, 33<br>Графік роботи:<br> Понеділок, середа з 8.00 до 17.15<br>Вівторок, четвер з 8.00 до 20.00<br>П'ятниця,субота з 8.00 до 15.00<br>Вихідний - Неділя<br>
1248;sOrgan;міського голови м. Жовті Води
1248;sAddress;<b>Адреса:</b> 52204, Дніпропетровська обл., м. Жовті Води, бульв. Свободи, 33
1248;sNameObject;Виконавчий комітет Жовтоводської міської ради
1248;sTelephonDovidka;Телефон для довідок:  (05652) 2-48-81
1248;sWork_Time;<br>Графік роботи:<br> Понеділок, середа з 8.00 до 17.15<br>Вівторок, четвер з 8.00 до 20.00<br>П'ятниця,субота з 8.00 до 15.00<br>Вихідний - Неділя<br>
1248;sClerkPost;informzv@i.ua
1248;sShapka_dozvil_na_reklamu_184;Директору департамента<br>житлово-комунального господарства
1248;nID_Department_visitDay;64
1248;sMailClerk;informzv@i.ua
1248;sNameOrgan;Жовтоводська міська рада
1248;sWorkTime;<br>Графік роботи:<br> Понеділок, середа з 8.00 до 17.15<br>Вівторок, четвер з 8.00 до 20.00<br>П'ятниця,субота з 8.00 до 15.00<br>Вихідний - Неділя<br>
1248;sPhoneOrgan;Телефон для довідок:  (05652) 2-48-81
1248;sAttribRekvizit_URL;Необхідно сплатити <br>1) адміністративний збір за державну реєстрацію та <br>2) за надання інформації з Державного реєстру. <br>Детальна інформація та реквізити для оплати знаходяться за <a href="https://goo.gl/784Ecb" target="_blank">посиланням</a> (там же наведено інформацію щодо звільнення від сплати адміністративного збору) 
1248;sAttribZayava_URL;Посилання на <a href="https://goo.gl/qNgPgp" target="_blank">заяви</a>, що адаптовані до заповнення вручну або з використанням комп'ютеру. <b>Потрібно заповнити, підписати та завантажити відповідну заяву.</b>


1249;sNameOrgan;Теребовлянська РДА
1249;sPhoneOrgan;(03551) 2-23-61
1249;sWorkTime;Графік роботи:<br>з 8.00 год. до 17.15 год. понеділок-четвер<br>з 8.00 год. до 16.00 год. п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 13.00 год. до 14.00 год.<br>
1249;sMailClerk;rda@trb.tr.ukrtel.net
1249;sOrgan;голови Теребовлянської РДА
1249;sAddress;48100, м.Теребовля, вул.Кн.Василька, 104-А

1250;sNameOrgan;Чортківська РДА
1250;sPhoneOrgan; (035 52)  2 02 92
1250;sWorkTime;Графік роботи:<br>з 8.00 год. до 17.15 год. понеділок-четвер<br>з 8.00 год. до 16.00 год. п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 13.00 год. до 14.00 год.<br>
1250;sMailClerk;rda_boris@cor.tr.ukrtel.net
1250;sOrgan;голови Чортківської РДА
1250;sAddress;48500, м.Чортків, вул.Шевченка, 23

1251;sNameOrgan;Шумська РДА
1251;sPhoneOrgan; (03558) 2-13-89
1251;sWorkTime;Графік роботи:<br>з 8.00 год. до 17.15 год. понеділок-четвер<br>з 8.00 год. до 16.00 год. п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 13.00 год. до 14.00 год.<br>
1251;sMailClerk;rda@shm.tr.ukrtel.net
1251;sOrgan;голови Шумської РДА
1251;sAddress;47100, м.Шумськ, вул.Українська, 59

1255;sNameOrgan;Заліщицька РДА
1255;sPhoneOrgan;(03554) 2-16-78
1255;sWorkTime;Адреса: 48600, м.Заліщики, вул.С.Бандери, 15-Б<br>Графік роботи:<br>з 8.00 год. до 17.15 год. понеділок-четвер<br>з 8.00 год. до 16.00 год. п'ятниця<br>субота, неділя – вихідні дні<br>Обід з 13.00 год. до 14.00 год.<br>
1255;sMailClerk;zaldnister@ukr.net
1255;sOrgan;голови Заліщицької РДА
1255;sAddress;48600, м.Заліщики, вул.С.Бандери, 15-Б

1264;sAddress; м. Дніпропетровськ, вул. Шевченка,7
1264;sWorkTime;
1264;sPhoneOrgan; 46-50-01
1264;nUser;0
1264;nID_Department_visitDay;1
1264;sNameOrgan;Управління превентивної діяльності, відділ дозвільної системи
1264;sMailClerk;kyrbatsky@gmail.com
1264;sInvoice1;<a href="https://drive.google.com/file/d/0B4euXvFru4YDYm9VWm1zbm82MDQ/view?usp=sharing" target="_blank">Платіжне доручення</a>
1264;sZajava;<a href="https://drive.google.com/file/d/0B4euXvFru4YDWXNWWUdVQVdKcjQ/view?usp=sharing" target="_blank">Зразок заяви</a>
1264;sKartka;<a href="https://drive.google.com/file/d/0B4euXvFru4YDUkRZbllJTGx1LU0/view?usp=sharing" target="_blank">Зразок картки-заяви</a>
1264;sZajava_rereg;<a href="https://drive.google.com/file/d/0B4euXvFru4YDQ0FWaExQaWpLQ1U/view?usp=sharing" target="_blank">Зразок заяви</a>
1264;sZajava_zber;<a href="https://drive.google.com/file/d/0B4euXvFru4YDRlBuVHhOSEFzS0k/view?usp=sharing" target="_blank">Зразок заяви</a>

1265;sAddress; м. Дніпропетровськ, вул. Осіння, 6
1265;sWorkTime;
1265;sPhoneOrgan; 778-05-22
1265;nUser;0
1265;nID_Department_visitDay;1
1265;sNameOrgan;Управління превентивної діяльності, відділ дозвільної системи
1265;sMailClerk;kyrbatsky@gmail.com
1265;sInvoice1;<a href="https://drive.google.com/file/d/0B4euXvFru4YDYm9VWm1zbm82MDQ/view?usp=sharing" target="_blank">Платіжне доручення</a>
1265;sZajava;<a href="https://drive.google.com/file/d/0B4euXvFru4YDWXNWWUdVQVdKcjQ/view?usp=sharing" target="_blank">Зразок заяви</a>
1265;sKartka;<a href="https://drive.google.com/file/d/0B4euXvFru4YDUkRZbllJTGx1LU0/view?usp=sharing" target="_blank">Зразок картки-заяви</a>
1265;sZajava_rereg;<a href="https://drive.google.com/file/d/0B4euXvFru4YDQ0FWaExQaWpLQ1U/view?usp=sharing" target="_blank">Зразок заяви</a>
1265;sZajava_zber;<a href="https://drive.google.com/file/d/0B4euXvFru4YDRlBuVHhOSEFzS0k/view?usp=sharing" target="_blank">Зразок заяви</a>

1266;sAddress; м. Дніпропетровськ, вул. Плеханова, 34
1266;sWorkTime;
1266;sPhoneOrgan; 27-40-35
1266;nUser;0
1266;nID_Department_visitDay;1
1266;sNameOrgan;Управління превентивної діяльності, відділ дозвільної системи
1266;sMailClerk;kyrbatsky@gmail.com
1266;sInvoice1;<a href="https://drive.google.com/file/d/0B4euXvFru4YDYm9VWm1zbm82MDQ/view?usp=sharing" target="_blank">Платіжне доручення</a>
1266;sZajava;<a href="https://drive.google.com/file/d/0B4euXvFru4YDWXNWWUdVQVdKcjQ/view?usp=sharing" target="_blank">Зразок заяви</a>
1266;sKartka;<a href="https://drive.google.com/file/d/0B4euXvFru4YDUkRZbllJTGx1LU0/view?usp=sharing" target="_blank">Зразок картки-заяви</a>
1266;sZajava_rereg;<a href="https://drive.google.com/file/d/0B4euXvFru4YDQ0FWaExQaWpLQ1U/view?usp=sharing" target="_blank">Зразок заяви</a>
1266;sZajava_zber;<a href="https://drive.google.com/file/d/0B4euXvFru4YDRlBuVHhOSEFzS0k/view?usp=sharing" target="_blank">Зразок заяви</a>

1267;sAddress; м. Дніпропетровськ, вул. Філософська, 5
1267;sWorkTime;
1267;sPhoneOrgan; 770-82-34
1267;nUser;0
1267;nID_Department_visitDay;1
1267;sNameOrgan;Управління превентивної діяльності, відділ дозвільної системи
1267;sMailClerk;kyrbatsky@gmail.com
1267;sInvoice1;<a href="https://drive.google.com/file/d/0B4euXvFru4YDYm9VWm1zbm82MDQ/view?usp=sharing" target="_blank">Платіжне доручення</a>
1267;sZajava;<a href="https://drive.google.com/file/d/0B4euXvFru4YDWXNWWUdVQVdKcjQ/view?usp=sharing" target="_blank">Зразок заяви</a>
1267;sKartka;<a href="https://drive.google.com/file/d/0B4euXvFru4YDUkRZbllJTGx1LU0/view?usp=sharing" target="_blank">Зразок картки-заяви</a>
1267;sZajava_rereg;<a href="https://drive.google.com/file/d/0B4euXvFru4YDQ0FWaExQaWpLQ1U/view?usp=sharing" target="_blank">Зразок заяви</a>
1267;sZajava_zber;<a href="https://drive.google.com/file/d/0B4euXvFru4YDRlBuVHhOSEFzS0k/view?usp=sharing" target="_blank">Зразок заяви</a>

1268;sAddress; м. Дніпропетровськ, вул. Аверіна, 57
1268;sWorkTime;
1268;sPhoneOrgan; 36-50-21
1268;nUser;0
1268;nID_Department_visitDay;1
1268;sNameOrgan;Управління превентивної діяльності, відділ дозвільної системи
1268;sMailClerk;kyrbatsky@gmail.com
1268;sInvoice1;<a href="https://drive.google.com/file/d/0B4euXvFru4YDYm9VWm1zbm82MDQ/view?usp=sharing" target="_blank">Платіжне доручення</a>
1268;sZajava;<a href="https://drive.google.com/file/d/0B4euXvFru4YDWXNWWUdVQVdKcjQ/view?usp=sharing" target="_blank">Зразок заяви</a>
1268;sKartka;<a href="https://drive.google.com/file/d/0B4euXvFru4YDUkRZbllJTGx1LU0/view?usp=sharing" target="_blank">Зразок картки-заяви</a>
1268;sZajava_rereg;<a href="https://drive.google.com/file/d/0B4euXvFru4YDQ0FWaExQaWpLQ1U/view?usp=sharing" target="_blank">Зразок заяви</a>
1268;sZajava_zber;<a href="https://drive.google.com/file/d/0B4euXvFru4YDRlBuVHhOSEFzS0k/view?usp=sharing" target="_blank">Зразок заяви</a>

1269;sAddress; м. Дніпропетровськ, вул. Гаванська,4
1269;sWorkTime;
1269;sPhoneOrgan; 728-32-22
1269;nUser;0
1269;nID_Department_visitDay;1
1269;sNameOrgan;Управління превентивної діяльності, відділ дозвільної системи
1269;sMailClerk;kyrbatsky@gmail.com
1269;sInvoice1;<a href="https://drive.google.com/file/d/0B4euXvFru4YDYm9VWm1zbm82MDQ/view?usp=sharing" target="_blank">Платіжне доручення</a>
1269;sZajava;<a href="https://drive.google.com/file/d/0B4euXvFru4YDWXNWWUdVQVdKcjQ/view?usp=sharing" target="_blank">Зразок заяви</a>
1269;sKartka;<a href="https://drive.google.com/file/d/0B4euXvFru4YDUkRZbllJTGx1LU0/view?usp=sharing" target="_blank">Зразок картки-заяви</a>
1269;sZajava_rereg;<a href="https://drive.google.com/file/d/0B4euXvFru4YDQ0FWaExQaWpLQ1U/view?usp=sharing" target="_blank">Зразок заяви</a>
1269;sZajava_zber;<a href="https://drive.google.com/file/d/0B4euXvFru4YDRlBuVHhOSEFzS0k/view?usp=sharing" target="_blank">Зразок заяви</a>

1270;sNameOrgan;Першотравнева РДА;
1270;sPhoneOrgan;(06297) 2-34-55;
1270;sWorkTime;Графік роботи:<br>з 8.00 до 17.00 (крім вихідних)<br> Обід з 12:00 до 13:00<br>;
1270;sMailClerk;nikolchenkoirina4@gmail.com;
1270;sOrgan;голови Першотравневої РДА;
1270;sAddress;87400, Донецька область, Першотравневий район, смт. Мангуш, вул. Леніна, буд. 72;

1279;sNameOrgan;Тернопільська ОДА
1279;sMailClerk;dpi@te.gov.ua
1279;sPosada;["Голова Тернопільської ОДА"]
1279;sRozkladPriyom;=[sPosada]=='0'?'1-й і 3-й четвер щомісяця в облдержадміністрації з 10.00 до 13.00 год. 4-й четвер - виїзний день':''
1279;sPhoneOrgan;(0352) 52-26-97
1279;sMailClerk226;Zg2@te.gov.ua
1279;sPosadaVid;=[sPosada]=='0'?'голови Тернопільської ОДА':''
1279;sArea;Тернопільської обласної державної адміністрації
1279;sAddress; 
1279;sGolova;Барні С.С

1280;sNameOrgan;Миколаївська ОДА
1280;sMailClerk;murahovskaya@gmail.com
1280;sPosada;["Голова Миколаївської ОДА","Перший заступник голови ОДА з питань розвитку інфраструктури/будівництва/екології/ЖКГ/цивільного захисту","Заступник голови ОДА з питань фінансів/економічного розвитку та АПК","Заступник голови ОДА з політико-правових/соціальних/гуманітарних питань та туризму","Керівник апарату Миколаївської ОДА"]
1280;sRozkladPriyom;=[sPosada]=='0'?'1-й і 3-й четвер щомісяця з 08.00 до 12.00 год. АБО з 13.00 до 17.00 год.':[sPosada]=='1'?'1-а і 3-а середа щомісяця з 08.00 до 12.00 год. АБО з 13.00 до 17.00 год.':[sPosada]=='2'?'2-а і 4-а середа щомісяця з 08.00 до 12.00 год. АБО з 13.00 до 17.00 год.':[sPosada]=='3'?'1-й і 3-й вівторок щомісяця з 08.00 до 12.00 год. АБО з 13.00 до 17.00 год.':[sPosada]=='4'?'1-а і 3-а п`ятниця щомісяця 08.00 до 12.00 год. АБО з 13.00 до 17.00 год.':''
1280;sPhoneOrgan; 
1280;sMailClerk226;prodan@mk.gov.ua
1280;sPosadaVid;=[sPosada]=='0'?'Голови Миколаївської ОДА':[sPosada]=='1'?'Першого заступника голови ОДА з питань розвитку інфраструктури, будівництва, екології, ЖКГ та цивільного захисту':[sPosada]=='2'?'Заступника голови ОДА з питань фінансів, економічного розвитку та АПК':[sPosada]=='3'?'Заступника голови ОДА з політико-правових, соціальних, гуманітарних питань та туризму':[sPosada]=='4'?'Керівника апарату Миколаївської ОДА':''
1280;sArea;Тернопільської обласної державної адміністрації
1280;sGolova;=[sPosada]=='0'?'Меріков В.І.':[sPosada]=='1'?'Романчук М.П.':[sPosada]=='2'?'Бонь В.В.':[sPosada]=='3'?'Янішевська О.А.':[sPosada]=='4'?'Ничипорчук А.Г.':''

1619;sNameOrgan;Миколаївська ОДА
1619;sMailClerk;murahovskaya@gmail.com
