nID;sName;nOrder;nID_Subcategory;sInfo;sFAQ;sLaw;nOpenedLimit;sSubjectOperatorName
403;Видача дубліката ліцензії на виробництво спирту плодового;100;5;;;;0;Державна фіскальна служба
404;Видача ліцензії на виробництво спирту етилового ректифікованого виноградного;100;5;;;;0;Державна фіскальна служба
405;Видача дубліката ліцензії на виробництво спирту етилового ректифікованого виноградного;100;5;;;;0;Державна фіскальна служба
406;Видача ліцензії на виробництво спирту етилового ректифікованого плодового;100;5;;;;0;Державна фіскальна служба
407;Видача дубліката ліцензії на виробництво спирту етилового ректифікованого плодового;100;5;;;;0;Державна фіскальна служба
408;Видача ліцензії на виробництво спирту-сирцю виноградного;100;5;;;;0;Державна фіскальна служба
409;Видача дубліката ліцензії на виробництво спирту-сирцю виноградного;100;5;;;;0;Державна фіскальна служба
410;Видача ліцензії на виробництво спирту-сирцю плодового;100;5;;;;0;Державна фіскальна служба
411;Видача дубліката ліцензії на виробництво спирту-сирцю плодового;100;5;;;;0;Державна фіскальна служба
412;Видача ліцензії на виробництво алкогольних напоїв;100;5;;;;0;Державна фіскальна служба
413;Видача дубліката ліцензії на виробництво алкогольних напоїв;100;5;;;;0;Державна фіскальна служба
414;Видача ліцензії на виробництво тютюнових виробів;100;5;;;;0;Державна фіскальна служба
415;Видача дубліката ліцензії на виробництво тютюнових виробів;100;5;;;;0;Державна фіскальна служба
416;Видача ліцензії на право оптової торгівлі спиртом етиловим, спиртом етиловим ректифікованим виноградним, спиртом етиловим ректифікованим плодовим;100;5;;;;0;Державна фіскальна служба
417;Видача ліцензії на право оптової торгівлі алкогольними напоями, крім сидру та перрі (без додання спирту);100;5;;;;0;Державна фіскальна служба
418;Видача дубліката ліцензії на право оптової торгівлі алкогольними напоями, крім сидру та перрі (без додання спирту);100;5;;;;0;Державна фіскальна служба
419;Видача додатків до ліцензій на право оптової торгівлі алкогольними напоями, крім сидру та перрі (без додання спирту);100;5;;;;0;Державна фіскальна служба
420;Видача ліцензії на право оптової торгівлі тютюновими виробами;100;5;;;;0;Державна фіскальна служба
421;Видача дубліката ліцензії на право оптової торгівлі тютюновими виробами;100;5;;;;0;Державна фіскальна служба
422;Видача додатків до ліцензій на право оптової торгівлі тютюновими виробами;100;5;;;;0;Державна фіскальна служба
423;Видача ліцензії на право оптової торгівлі сидром та перрі (без додання спирту);100;5;;;;0;Державна фіскальна служба
424;Видача дубліката ліцензії на право оптової торгівлі сидром та перрі (без додання спирту);100;5;;;;0;Державна фіскальна служба
425;Видача додатків до ліцензій на право оптової торгівлі сидром та перрі (без додання спирту);100;5;;;;0;Державна фіскальна служба
426;Надання дозволу на розміщення світлових художньо-просторових рекламних композицій (неон, світловий шнур);100;7;;;;0;Місцеві органи влади
427;Видача довідки про внесення місця зберігання спирту до Єдиного державного реєстру місць зберігання;100;5;;;;0;Державна фіскальна служба
428;Включення до Державного реєстру реєстраторів розрахункових операцій моделей реєстраторів розрахункових операцій, їх модифікацій вітчизняного та іноземного виробництва, розширення переліку версій внутрішнього програмного забезпечення моделей, продовження строку їх первинної реєстрації;100;19;;;;0;Державна фіскальна служба
429;Надання дозволу на відкриття та експлуатацію магазину безмитної торгівлі;100;19;;;;0;Державна фіскальна служба
430;Переоформлення дозволу на відкриття та експлуатацію магазину безмитної торгівлі;100;19;;;;0;Державна фіскальна служба
431;Зупинення дії дозволу на відкриття та експлуатацію магазину безмитної торгівлі за заявою підприємства;100;19;;;;0;Державна фіскальна служба
432;Анулювання дозволу на відкриття та експлуатацію магазину безмитної торгівлі за заявою підприємства;100;19;;;;0;Державна фіскальна служба
433;Надання статусу гаранта;100;19;;;;0;Державна фіскальна служба
434;Прийняття рішення про допуск перевізників-резидентів до перевезень на умовах Конвенції МДП;100;17;;;;0;Державна фіскальна служба
435;Видача на запит імпортера сертифіката підтвердження доставки, яким засвідчується факт надходження в Україну товарів, визначених у зазначеному сертифікаті;100;19;;;;0;Державна фіскальна служба
436;Видача ліцензії на здійснення митної брокерської діяльності;100;5;;;;0;Державна фіскальна служба
437;Видача дубліката ліцензії на здійснення митної брокерської діяльності;100;5;;;;0;Державна фіскальна служба
438;Переоформлення ліцензії на здійснення митної брокерської діяльності;100;5;;;;0;Державна фіскальна служба
439;Видача копії ліцензії на здійснення митної брокерської діяльності;100;5;;;;0;Державна фіскальна служба
440;Анулювання ліцензії на здійснення митної брокерської діяльності за заявою ліцензіата;100;5;;;;0;Державна фіскальна служба
444;_Реєстрація апаратури супутникових радіонавігаційних систем;100;1;;;;0;Державне земельне агентство
445;Висновок щодо меж географічного місця, з яким пов’язані особливі властивості, певні якості та інші характеристики товару;100;19;;;;0;Державне земельне агентство
447;_Протокол виявлення правопорушень (позапланова);100;7;;;;0;Державна архітектурно-будівельна інспекція України
448;Видача посвідчень реабілітованим громадянам;100;4;[*];;[*];0;Місцеві органи влади
449;Видача витягів з Державного реєстру сертифікованих інженерів-землевпорядників і Державного реєстру сертифікованих інженерів-геодезистів;100;1;;;;0;Державне земельне агентство
450;Прийняття рішення про видачу (анулювання, позбавлення, зупинення, поновлення) кваліфікаційного сертифіката сертифікованого інженера-землевпорядника;100;1;;;;0;Державне земельне агентство
455;Надання будівельного паспорту забудови земельної ділянки;100;1;[*];;;0;Головне архітектурно-планувальне управління
456;Довідка про надання інформації щодо зміни назв існуючих вулиць або нумерації існуючих будинків (уточнення адреси);100;1;[*];;;0;Місцеві органи влади
467;Видача ліцензії на провадження господарської діяльності з проведення землеоціночних робіт та земельних торгів;100;7;;;;0;Державне земельне агентство
468;Державна реєстрація іншого речового права та його обтяжень;100;1;;;;0;Міністерство юстиції
469;Видача дубліката ліцензії на провадження господарської діяльності з проведення робіт із землеустрою, землеоціночних робіт та земельних торгів;100;7;;;;0;Державне земельне агентство
470;Переоформлення ліцензії на провадження господарської діяльності з проведення землеоціночних робіт та земельних торгів;100;7;;;;0;Державне земельне агентство
471;Видача довідки про володіння державною мовою або розуміння її в обсязі, достатньому для спілкування особам, які приймають громадянство України;100;4;;;;0;Місцеві органи влади
472;Постановка на облік потенційних опікунів, піклувальників, прийомних батьків та батьків-вихователів;100;22;[*];;;0;Місцеві органи влади - Служба у справах дітей
473;Посвідчення заповіту;100;2;[*];;;0;Місцеві органи влади
474;Передача у власність земельної ділянки, що не перебуває в законному користуванні громадянина, але знаходиться в межах існуючого будинковолодіння;100;1;;;;0;Місцеві органи влади
475;Передача у власність земельної ділянки, що перебуває у законному користуванні громадянина;100;1;[*];;;0;Місцеві органи влади
476;Передача в оренду земельної ділянки, що перебуває у користуванні громадянина в межах існуючого будинковолодіння;100;1;;;;0;Місцеві органи влади
477;Надання довідки щодо належності об’єкту до комунальної власності;100;1;;;;0;Місцеві органи влади
478;Надання обмежень на використання садової земельної ділянки;100;1;;;;0;Місцеві органи влади
479;Звернення до голови районної ради;100;2;[*];;;0;Місцеві органи влади
480;Видача витягів з господарської книги;100;2;[*];;;0;Місцеві органи влади
481;Надання витягу з протоколу сесії міської ради впродовж останніх 10 років;100;2;;;;0;Місцеві органи влади
482;Підготовка та укладення договору на комплексне опорядження, утримання і зовнішній благоустрій та території, прилеглої до об’єкту або землекористування;100;7;;;;0;Місцеві органи влади
483;Надання інформації про присвоєння/зміну назви вулиці;100;1;;;;0;Місцеві органи влади
484;Довідка про присвоєння назви проїзду в садовому товаристві;100;1;;;;0;Місцеві органи влади
485;Надання витягу з плану зонування;100;7;;;;0;Місцеві органи влади
486;Погодження проекту інформаційної вивіски на пам'ятці культурної спадщини;100;11;;;;0;Міністерство культури
487;Видача довідки третій особі щодо реєстрації/зняття з реєстрації місця проживання фізичної особи;100;15;;;;0;Державна міграційна служба
488;Погодження передачі музейних предметів, музейних колекцій, музейних зібрань, що належать до державної частини Музейного фонду , та предметів музейного значення, що підлягають внесенню до державної частини Музейного фонду , на тимчасове перебування їх за кордоном для експонування на виставках, реставрації або проведення наукової експертизи;100;11;;;;0;Міністерство культури
489;Погодження проектів землеустрою щодо відведення земельних ділянок, розташованих на території пам'яток національного значення, їх охоронних зон та охоронюваних археологічних територіях;100;11;;;;0;Міністерство культури
490;Видачі власнику пам'ятки або уповноваженому ним органу свідоцтва про реєстрацію об'єкта культурної спадщини як пам'ятки;100;11;;;;0;Міністерство культури
493;Видача свідоцтва на право вивезення (тимчасового вивезення) культурних цінностей;100;11;;;;0;Міністерство культури
494;Погодження програм та проектів містобудівних, архітектурних та ландшафтних перетворень, меліоративних, шляхових, земляних робіт на пам'ятках національного значення, їх територіях, в історико-культурних заповідниках, на історико-культурних заповідних територіях, у зонах охорони, на охоронюваних археологічних територіях, в історичних ареалах населених місць, а також програм і проектів, реалізація яких може позначитися на об'єктах культурної спадщини;100;11;;;;0;Міністерство культури
495;Надання дозволу на переміщення (перенесення) пам'яток місцевого значення;100;11;;;;0;Міністерство культури
496;Погодження науково-проектної документації на виконання робіт із консервації, реставрації, реабілітації, музеєфікації, ремонту та пристосування пам'яток національного значення;100;11;;;;0;Міністерство культури
497;Надання дозволу на проведення робіт на пам'ятках національного значення, їхніх територіях та в зонах охорони, на охоронюваних археологічних територіях, в історичних ареалах населених місць;100;11;;;;0;Міністерство культури
498;Погодження відчуження або передачі пам'яток їх власниками або уповноваженими ними органами іншим особам у володіння, користування або управління;100;11;;;;0;Міністерство культури
499;Реєстрація повідомлення про початок будівельних робіт;100;7;;;;0;Державна архітектурно-будівельна інспекція України
503;Видача свідоцтва про допущення дорожнього транспортного засобу до перевезення товарів під митними печатками та пломбами;100;14;;;;0;Державна фіскальна служба
504;Продовження строку дії свідоцтва про допущення дорожнього транспортного засобу до перевезення товарів під митними печатками та пломбами;100;14;;;;0;Державна фіскальна служба
516;Затвердження ліміту на використання природних ресурсів у межах територій та об'єктів природно-заповідного фонду загальнодержавного значення;100;9;;;;0;Міністерство екології та природних ресурсів
518;Видача висновку державної екологічної експертизи;100;9;;;;0;Міністерство екології та природних ресурсів
520;Видача сертифіката екологічного аудитора;100;2;;;;0;Міністерство екології та природних ресурсів
522;Продовження терміну чинності сертифіката екологічного аудитора;100;2;;;;0;Міністерство екології та природних ресурсів
523;Видача дозволу на імпорт та експорт зразків видів дикої фауни і флори, сертифікатів на пересувні виставки, реекспорт та інтродукцію з моря зазначених зразків, які є об’єктами регулювання конвенції про міжнародну торгівлю видами дикої фауни і флори, що перебувають під загрозою зникнення (за винятком осетрових видів риб і виробленої з них продукції);100;9;;;;0;Міністерство екології та природних ресурсів
524;Оформлення компенсаційних виплат дітям дошкільного та шкільного віку, які постраждали внаслідок Чорнобильської катастрофи;100;22;;;;0;Управління праці та соціального захисту населення
525;Оформлення щомісячної грошової допомоги у зв’язку з обмеженням споживання продуктів харчування потерпілим від наслідків аварії на ЧАЕС;100;22;;;;0;Управління праці та соціального захисту населення
526;Оформлення щорічної допомоги на оздоровлення постраждалим внаслідок аварії на ЧАЕС;100;22;;;;0;Управління праці та соціального захисту населення
527;Оформлення одноразової компенсації дітям, які стали інвалідами внаслідок Чорнобильської катастрофи;100;22;;;;0;Управління праці та соціального захисту населення
528;Оформлення одноразової компенсації за шкоду, заподіяну здоров’ю учасникам ліквідації наслідків аварії на ЧАЕС, які стали інвалідами;100;22;;;;0;Управління праці та соціального захисту населення
529;Оформлення одноразової компенсації сім’ям, які втратили годувальника із числа осіб, віднесених до учасників ліквідації наслідків аварії на ЧАЄС;100;22;;;;0;Управління праці та соціального захисту населення
530;Видача клопотання по кредиту за районною програмою індивідуального житлового будівництва на селі “Власний дім”;100;2;[*];;;0;Місцеві органи влади
541;Надання довідки непрацюючим громадянам, які мають на утриманні дитину, про те, що вони не позбавлені батьківських прав;100;2;;;;0;Місцеві органи влади - Служба у справах дітей
542;Видача дозволу на розміщення небезпечних відходів та погодження ліміту на утворення та розміщення небезпечних відходів;100;9;;;;0;Міністерство екології та природних ресурсів
543;Видача ліцензії на право провадження господарської діяльності із здійснення операцій у сфері поводження з небезпечними відходами;100;9;;;;0;Міністерство екології та природних ресурсів
544;Дозвіл на добування мисливських тварин (ліцензія);100;5;[*];;[*];0;Місцеві органи влади
545;Надання дозволу на проведення феєрверку, кінозйомок з використанням піротехнічних засобів спеціального та побутового призначення;100;21;;;;0;Місцеві органи влади
546;Надання посвідчення на безкоштовний проїзд в автобусах міських маршрутів;100;2;;;;0;Управління праці та соціального захисту населення
547;Видача ліцензії на право провадження господарської діяльності із заготівлі окремих видів відходів як вторинної сировини;100;9;;;;0;Міністерство екології та природних ресурсів
548;Отримання дублікату посвідчення багатодітної сім'ї та дитини з багатодітної сім'ї у разі його втрати;100;22;[*];;;0;Місцеві органи влади - Служба у справах дітей
549;Подовження строку дії посвідчень багатодітної сім'ї у разі навчання дитини за денною формою після 18-річного віку;100;22;[*];;;0;Місцеві органи влади - Служба у справах дітей
550;Вклеювання фотографії у посвідчення дитини з багатодітної сім'ї у зв'язку з досягненням 14-річного віку;100;22;;;;0;Місцеві органи влади - Служба у справах дітей
551;Продовження строку дії посвідчень багатодітної сім'ї у зв'язку з народженням дитини;100;22;;;;0;Місцеві органи влади - Служба у справах дітей
559;Офіційне погодження державного органу, який здійснив реєстрацію статуту (положення) відповідної релігійної організації священнослужителям, релігійним проповідникам, наставникам, іншим представникам зарубіжних організацій, які є іноземними громадянам;100;11;;;;0;Міністерство культури
560;Видача повідомлення на транскордонне перевезення небезпечних відходів або висновку на транскордонне перевезення відходів, у разі коли вони містять матеріали, в кількості достатній для виявлення ними небезпечних властивостей;100;9;;;;0;Міністерство екології та природних ресурсів
562;Видачу дозволу на проведення державної апробації (випробування) генетично модифікованого організму у відкритій системі;100;9;;;;0;Міністерство екології та природних ресурсів
563;Добування (збирання) видів тварин і рослин, занесених до Червоної книги ;100;9;;;;0;Міністерство екології та природних ресурсів
564;Проведення державної реєстрації (перереєстрації) пестицидів і агрохімікатів;100;9;;;;0;Міністерство екології та природних ресурсів
565;Видача повідомлення на перевезення небезпечних відходів, або висновку;100;9;;;;0;Міністерство екології та природних ресурсів
566;Видача ліцензії на виробництво особливо небезпечних хімічних речовин та на операції у сфері поводження з небезпечними відходами;100;9;;;;0;Міністерство екології та природних ресурсів
567;_Відомості про наявність власних або орендованих виробничих площ (приміщень);100;9;;;;0;Міністерство екології та природних ресурсів
568;_Відомості про наявність мтб;100;9;;;;0;Міністерство екології та природних ресурсів
569;Дозвіл на поводження з отруйними речовинами, у тому числі продуктів біотехнології та інших біологічних агентів - заява на одержання дозволу;100;9;;;;0;Міністерство екології та природних ресурсів
570;Запит про перейменування вулиць;100;15;;;;0;Місцеві органи влади
571;Збирання, заготівля окремих видів відходів як вторинної сировини;100;9;;;;0;Міністерство екології та природних ресурсів
572;_Операції у сфері поводження з небезпечними відходами;100;9;;;;0;Міністерство екології та природних ресурсів
573;Надання спеціального дозволу на користування надрами за результатами продажу на аукціоні.;100;9;;;;0;Міністерство екології та природних ресурсів
574;Надання спеціального дозволу на користування надрами без проведення аукціону.;100;9;;;;0;Міністерство екології та природних ресурсів
575;Видача ліцензії на видобування дорогоцінних металів і дорогоцінного каміння, дорогоцінного каміння органогенного утворення, напівдорогоцінного каміння.;100;9;;;;0;Міністерство екології та природних ресурсів
576;Видача копії ліцензії на видобування дорогоцінних металів і дорогоцінного каміння, дорогоцінного каміння органогенного утворення, напівдорогоцінного каміння.;100;9;;;;0;Міністерство екології та природних ресурсів
577;Переоформлення ліцензії на видобування дорогоцінних металів і дорогоцінного каміння, дорогоцінного каміння органогенного утворення, напівдорогоцінного каміння.;100;9;;;;0;Міністерство екології та природних ресурсів
578;Видача дубліката ліцензії на видобування дорогоцінних металів і дорогоцінного каміння, дорогоцінного каміння органогенного утворення, напівдорогоцінного каміння.;100;9;;;;0;Міністерство екології та природних ресурсів
579;_Клопотання про видачу дозволу на проведення державної апробації (випробування) генетично модифікованого організму у відкритій системі;100;9;;;;0;Міністерство екології та природних ресурсів
580;_Клопотання (заявки) на добування (збирання) видів тварин і рослин, занесених до Червоної книги ;100;9;;;;0;Міністерство екології та природних ресурсів
586;Видача дублікату дозволу на викиди забруднюючих речовин в атмосферне повітря стаціонарними джерелами;100;9;[*];;;0;Міністерство екології та природних ресурсів
587;Видача дублікату дозволу на спеціальне водокористування у разі використання води водних об’єктів загальнодержавного значення;100;9;[*];;;0;Міністерство екології та природних ресурсів
598;Видача дозволу на спеціальне використання диких тварин та інших об’єктів тваринного світу;100;9;;;;0;Міністерство екології та природних ресурсів
599;Видача дозволу на проведення робіт на землях водного фонду;100;9;;;;0;Міністерство екології та природних ресурсів
600;Внесення організації до переліку установ, організацій та закладів, яким надається право на розробку документів, що обґрунтовують обсяги викидів для підприємств, установ, організацій та громадян - суб’єктів підприємницької діяльності;100;9;;;;0;Міністерство екології та природних ресурсів
601;Видача дозволу на викиди забруднюючих речовин стаціонарними джерелами для об’єктів першої групи;100;9;;;;0;Міністерство екології та природних ресурсів
602;Видача дозволу на провадження діяльності, пов’язаної зі штучними змінами стану атмосфери та атмосферних явищ у господарських цілях;100;9;;;;0;Міністерство екології та природних ресурсів
615;Продовження пріоритету на розміщення зовнішньої реклами;100;7;;;;0;Місцеві органи влади
616;Скасування пріоритету на розміщення зовнішньої реклами;100;7;;;;0;Місцеві органи влади
617;Підготовка та укладання договорів про сплату внесків у створенні і розвитку інженерно-транспортної та соціальної інфраструктури міста при здійсненні будівництва (реконструкції) об’єктів містобудування;100;7;;;;0;Місцеві органи влади
624;Визначення розміру внеску на соціально-економічний розвиток міста при зміні цільового (функціонального) призначення земельної ділянки;100;7;;;;0;Місцеві органи влади
625;_Надання довідки з Державного реєстру фізичних осіб - платників податків про джерела та суми отриманих доходів фізичних осіб;100;16;;;;0;Державна фіскальна служба
626;_Внесення змін до відомостей про юридичну особу, які містяться в Єдиному державному реєстрі юридичних осіб та фізичних осіб-підприємців;100;15;;;;0;Міністерство юстиції
627;Надання довідки про перебування на обліку громадян, які потребують відповідно до законодавства поліпшення житлових умов;100;1;[*];;;0;Місцеві органи влади
628;Надання одноразової матеріальної допомоги громадянам;100;22;[*];;;0;Обласна державна адміністрація
629;Перегляд інтерактивної карти ділянок надр, на які надані спецдозволи на користування надрами;100;8;;;;0;Міністерство екології та природних ресурсів
630;Перегляд інтерактивної карти родовищ корисних копалин;100;8;;;;0;Міністерство екології та природних ресурсів
631;Пошук дослідження у каталозі фонду геологічних матеріалів;100;8;;;;0;Міністерство екології та природних ресурсів
632;Перевірка статусу заяви на отримання спецдозволів на користування надрами;100;8;;;;0;Міністерство екології та природних ресурсів
633;_Реєстрація нового авто в МРЕВ;100;3;;;;0;МВС
641;Проставлення апостиля;100;6;;;;0;Міністерство юстиції
642;Надання копії свідоцтв про народження дітей;100;20;;;;0;Міністерство юстиції
643;Надання копії свідоцтва про шлюб (крім батька або матері, які виховують дітей самостійно);100;20;;;;0;Міністерство юстиції
644;Довідка про склад сім'ї (Форма 2);100;2;[*];;;0;Місцеві органи влади
645;Надання довідки із загальноосвітнього, професійно-технічного, вищого навчального закладу (для осіб від 18 до 23 років у разі, коли вони навчаються за денною формою навчання);100;20;;;;0;Міністерство юстиції
646;_Надання довідки структурного підрозділу, виконавчого органу міської ради про те, що за місцем реєстрації батька або матері посвідчення не видавалися;100;20;;;;0;Міністерство юстиції
647;Реєстрація повідомлення про початок виконання підготовчих робіт;100;1;;;;0;Державна архітектурно-будівельна інспекція України
648;_Пошук громадських об'єднань;100;15;;;;0;Міністерство юстиції
649;_Надання відомостей з Державного реєстру речових прав на нерухоме майно;100;7;;;;0;Міністерство юстиції
650;Перевірка документу Державного реєстру речових прав на нерухоме майно (витяг, виписка, свідоцтво, дублікат свідоцтва);100;1;;;;0;Міністерство юстиції
651;Надання відомостей з Єдиного реєстру підприємств, щодо яких порушено провадження у справі про банкрутство;100;2;;;;0;Міністерство юстиції
652;_Пошук друкованих засобів масової інформації;100;15;;;;0;Міністерство юстиції
653;_Пошук громадських формувань;100;15;;;;0;Міністерство юстиції
654;Отримання субсидії на оплату житлово-комунальних послуг;1;22;[*];;[*];0;Управління праці та соціального захисту населення
655;Надання довідки з Державного реєстру фізичних осіб - платників податків про джерела та суми отриманих доходів фізичних осіб(довідка про доходи фізичних осіб);100;16;[*];;;0;Державна фіскальна служба
656;Персоналізована заява до МВС щодо хабарництва чиновників;100;3;;;;0;Міністерство внутрішніх справ
657;Надання інформації, що підтверджує відсутність(наявність) земельної ділянки;100;1;[*];;;0;Місцеві органи влади
658;Декларація про утворення відходів;100;9;;;;0;Міністерство екології та природних ресурсів
659;Звернення до міського голови;1;2;[*];;;0;Місцеві органи влади
660;Визначення розміру внеску замовників у створенні і розвитку інженерно-транспортної та соціальної інфраструктури міста при здійсненні будівництва (реконструкції) об'єктів;100;7;;;;0;Місцеві органи влади
661;Видача довідки про доходи (розмір пенсії);100;16;[*];;;1;Пенсійний фонд
667;Погодження режиму роботи об’єктів торгівлі та сфери послуг;100;19;[*];;;0;Місцеві органи влади
668;Надання довідки про участь в приватизації житла державного житлового фонду;100;1;;;;0;Місцеві органи влади
669;_test_SED_SwinEd_1;100;23;;;;0;Тестова служба
670;_test_mailer_ext;100;23;;;;0;Тестова служба
671;_test_dependence_form;100;23;;;;0;Тестова служба
672;_test_dnepr_mvd_1_auto;100;23;;;;0;Тестова служба
673;_test_print_form;100;23;;;;0;Тестова служба
674;_test_liqpay;100;23;;;;0;Тестова служба
675;Видача архівних довідок, копій, витягів;100;2;[*];;;0;Місцеві органи влади
676;Звернення громадян до міської ради;4;2;[*];;[*];0;Місцеві органи влади
677;Видача довідки про реагування громадськості на заяву про наміри суб'єкта господарювання отримати дозвіл на викиди;100;9;;;;0;Місцеві органи влади
678;Видача довідки про реагування громадськості на заяву про наміри щодо будівництва чи реконструкції об'єктів на території міста;100;7;;;;0;Місцеві органи влади
679;Видача довідки щодо реєстрації/зняття з реєстрації місця проживання фізичної особи;100;4;;;;0;Місцеві органи влади
681;Видача довідок про фактичне надходження коштів до бюджету від сплати за ліцензії на право роздрібної торгівлі алкогольними напоями і тютюновими виробами;100;19;;;;0;Місцеві органи влади
682;Надання погодження розміщення тимчасової споруди для пунктів одноразової торгівлі (послуг);100;19;;;;0;Місцеві органи влади
