nID;sID_BP;sID_UserTask;sCondition;soData;sPatternFile;nID_EscalationRuleFunction
196;dnepr_cnap_231;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
197;dnepr_cnap_231;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
198;dnepr_cnap_231;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
199;dnepr_cnap_231;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:18, asRecipientMail:['']};escalation/escalation_template.html;1
200;dnepr_cnap_231;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
201;dnepr_cnap_231;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18};escalation/escalation_template.html;3

202;dnepr_cnap_232;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
203;dnepr_cnap_232;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
204;dnepr_cnap_232;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
205;dnepr_cnap_232;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:18, asRecipientMail:['']};escalation/escalation_template.html;1
206;dnepr_cnap_232;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
207;dnepr_cnap_232;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18};escalation/escalation_template.html;3

208;dnepr_cnap_233;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
209;dnepr_cnap_233;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
210;dnepr_cnap_233;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
211;dnepr_cnap_233;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:18, asRecipientMail:['']};escalation/escalation_template.html;1
212;dnepr_cnap_233;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
213;dnepr_cnap_233;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18};escalation/escalation_template.html;3

214;dnepr_cnap_234;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
215;dnepr_cnap_234;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
216;dnepr_cnap_234;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
217;dnepr_cnap_234;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:18, asRecipientMail:['']};escalation/escalation_template.html;1
218;dnepr_cnap_234;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
219;dnepr_cnap_234;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18};escalation/escalation_template.html;3

220;dnepr_cnap_238;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
221;dnepr_cnap_238;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
222;dnepr_cnap_238;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
223;dnepr_cnap_238;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:18, asRecipientMail:['']};escalation/escalation_template.html;1
224;dnepr_cnap_238;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
225;dnepr_cnap_238;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18};escalation/escalation_template.html;3

226;dnepr_cnap_238a;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
227;dnepr_cnap_238a;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
228;dnepr_cnap_238a;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
229;dnepr_cnap_238a;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:18, asRecipientMail:['']};escalation/escalation_template.html;1
230;dnepr_cnap_238a;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
231;dnepr_cnap_238a;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18};escalation/escalation_template.html;3

232;dnepr_cnap_244;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
233;dnepr_cnap_244;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
234;dnepr_cnap_244;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
235;dnepr_cnap_244;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
236;dnepr_cnap_244;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
237;dnepr_cnap_244;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15};escalation/escalation_template.html;3

238;dnepr_cnap_245;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:20, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
239;dnepr_cnap_245;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
240;dnepr_cnap_245;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:20};escalation/escalation_template.html;3

241;dnepr_cnap_246;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:20, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
242;dnepr_cnap_246;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
243;dnepr_cnap_246;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:20};escalation/escalation_template.html;3

244;dnepr_cnap_248;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
245;dnepr_cnap_248;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
246;dnepr_cnap_248;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
247;dnepr_cnap_248;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
248;dnepr_cnap_248;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
249;dnepr_cnap_248;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:15};escalation/escalation_template.html;3

250;dnepr_cnap_254;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
251;dnepr_cnap_254;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
252;dnepr_cnap_254;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:13, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
253;dnepr_cnap_254;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:13, asRecipientMail:['']};escalation/escalation_template.html;1
254;dnepr_cnap_254;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
255;dnepr_cnap_254;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:13};escalation/escalation_template.html;3

256;dnepr_cnap_256;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
257;dnepr_cnap_256;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:4, asRecipientMail:['']};escalation/escalation_template.html;1
258;dnepr_cnap_256;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:28, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
259;dnepr_cnap_256;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:28, asRecipientMail:['']};escalation/escalation_template.html;1
260;dnepr_cnap_256;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
261;dnepr_cnap_256;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:28};escalation/escalation_template.html;3

262;dnepr_cnap_261;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
263;dnepr_cnap_261;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
264;dnepr_cnap_261;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

265;dnepr_cnap_262;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
266;dnepr_cnap_262;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
267;dnepr_cnap_262;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

268;dnepr_cnap_263;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
269;dnepr_cnap_263;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:4, asRecipientMail:['']};escalation/escalation_template.html;1
270;dnepr_cnap_263;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:28, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
271;dnepr_cnap_263;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:28, asRecipientMail:['']};escalation/escalation_template.html;1
272;dnepr_cnap_263;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
273;dnepr_cnap_263;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:28};escalation/escalation_template.html;3

274;dnepr_cnap_264;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
275;dnepr_cnap_264;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
276;dnepr_cnap_264;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:20, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
277;dnepr_cnap_264;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
278;dnepr_cnap_264;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

279;dnepr_cnap_265;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
280;dnepr_cnap_265;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
281;dnepr_cnap_265;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
282;dnepr_cnap_265;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:30, asRecipientMail:['']};escalation/escalation_template.html;1
283;dnepr_cnap_265;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
284;dnepr_cnap_265;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25};escalation/escalation_template.html;3

285;dnepr_cnap_268;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
286;dnepr_cnap_268;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:4, asRecipientMail:['']};escalation/escalation_template.html;1
287;dnepr_cnap_268;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:28, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
288;dnepr_cnap_268;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:28, asRecipientMail:['']};escalation/escalation_template.html;1
289;dnepr_cnap_268;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
290;dnepr_cnap_268;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:28};escalation/escalation_template.html;3

291;dnepr_cnap_273;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
292;dnepr_cnap_273;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:4, asRecipientMail:['']};escalation/escalation_template.html;1
293;dnepr_cnap_273;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:28, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
294;dnepr_cnap_273;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:28, asRecipientMail:['']};escalation/escalation_template.html;1
295;dnepr_cnap_273;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
296;dnepr_cnap_273;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:28};escalation/escalation_template.html;3

297;dnepr_cnap_274;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
298;dnepr_cnap_274;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:4, asRecipientMail:['']};escalation/escalation_template.html;1
299;dnepr_cnap_274;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:28, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
300;dnepr_cnap_274;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:28, asRecipientMail:['']};escalation/escalation_template.html;1
301;dnepr_cnap_274;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
302;dnepr_cnap_274;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:28};escalation/escalation_template.html;3

303;dnepr_cnap_275;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
304;dnepr_cnap_275;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:4, asRecipientMail:['']};escalation/escalation_template.html;1
305;dnepr_cnap_275;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:28, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
306;dnepr_cnap_275;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:28, asRecipientMail:['']};escalation/escalation_template.html;1
307;dnepr_cnap_275;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
308;dnepr_cnap_275;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:28};escalation/escalation_template.html;3

309;dnepr_cnap_283;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
310;dnepr_cnap_283;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
311;dnepr_cnap_283;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
312;dnepr_cnap_283;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:18, asRecipientMail:['']};escalation/escalation_template.html;1
313;dnepr_cnap_283;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
314;dnepr_cnap_283;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:18};escalation/escalation_template.html;3

315;dnepr_cnap_286;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
316;dnepr_cnap_286;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:4, asRecipientMail:['']};escalation/escalation_template.html;1
317;dnepr_cnap_286;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
318;dnepr_cnap_286;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
319;dnepr_cnap_286;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
320;dnepr_cnap_286;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10};escalation/escalation_template.html;3

321;dnepr_cnap_305;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
322;dnepr_cnap_305;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
323;dnepr_cnap_305;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
324;dnepr_cnap_305;usertask3;nElapsedDays > nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
325;dnepr_cnap_305;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:9, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
326;dnepr_cnap_305;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:9, asRecipientMail:['']};escalation/escalation_template.html;1
327;dnepr_cnap_305;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
328;dnepr_cnap_305;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:10};escalation/escalation_template.html;3
329;dnepr_cnap_305;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:9};escalation/escalation_template.html;3

330;dnepr_cnap_306;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
331;dnepr_cnap_306;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
332;dnepr_cnap_306;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:11, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
333;dnepr_cnap_306;usertask3;nElapsedDays > nDaysLimit;{nDaysLimit:11, asRecipientMail:['']};escalation/escalation_template.html;1
334;dnepr_cnap_306;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
335;dnepr_cnap_306;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
336;dnepr_cnap_306;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
337;dnepr_cnap_306;usertask3;nElapsedDays >= nDaysLimit;{nDaysLimit:11};escalation/escalation_template.html;3
338;dnepr_cnap_306;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:10};escalation/escalation_template.html;3

339;dnepr_cnap_36;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
340;dnepr_cnap_36;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
341;dnepr_cnap_36;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
342;dnepr_cnap_36;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
343;dnepr_cnap_36;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
344;dnepr_cnap_36;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3

345;dnepr_cnap_37;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
346;dnepr_cnap_37;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
347;dnepr_cnap_37;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
348;dnepr_cnap_37;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
349;dnepr_cnap_37;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
350;dnepr_cnap_37;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3

351;dnepr_cnap_38;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
352;dnepr_cnap_38;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
353;dnepr_cnap_38;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
354;dnepr_cnap_38;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
355;dnepr_cnap_38;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
356;dnepr_cnap_38;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3

357;dnepr_cnap_39;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
358;dnepr_cnap_39;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
359;dnepr_cnap_39;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
360;dnepr_cnap_39;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
361;dnepr_cnap_39;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
362;dnepr_cnap_39;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3

363;dnepr_cnap_41;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
364;dnepr_cnap_41;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['Akylish88@gmail.com']};escalation/escalation_template.html;1
365;dnepr_cnap_41;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
366;dnepr_cnap_41;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
367;dnepr_cnap_41;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
368;dnepr_cnap_41;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

369;dnepr_cnap_45;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
370;dnepr_cnap_45;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
371;dnepr_cnap_45;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
372;dnepr_cnap_45;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:14, asRecipientMail:['']};escalation/escalation_template.html;1
373;dnepr_cnap_45;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
374;dnepr_cnap_45;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3

375;dnepr_cnap_529_mode_worktime;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
376;dnepr_cnap_529_mode_worktime;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:5, asRecipientMail:['']};escalation/escalation_template.html;1
377;dnepr_cnap_529_mode_worktime;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
378;dnepr_cnap_529_mode_worktime;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
379;dnepr_cnap_529_mode_worktime;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
380;dnepr_cnap_529_mode_worktime;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3

381;dnepr_cnap_53;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
382;dnepr_cnap_53;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:3, asRecipientMail:['']};escalation/escalation_template.html;1
383;dnepr_cnap_53;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:42, asRecipientMail:['darja.grek@gmail.com']};escalation/escalation_template.html;1
384;dnepr_cnap_53;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
385;dnepr_cnap_53;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:42};escalation/escalation_template.html;3

386;dnepr_cnap_54_55;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
387;dnepr_cnap_54_55;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:4, asRecipientMail:['']};escalation/escalation_template.html;1
388;dnepr_cnap_54_55;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
389;dnepr_cnap_54_55;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
390;dnepr_cnap_54_55;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3
